"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|DE-LU","43269.72","42398.77"," "
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|DE-LU","41698.61","41508.87"," "
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|DE-LU","40723.10","40773.96"," "
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|DE-LU","40046.59","40355.68"," "
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|DE-LU","39856.48","39866.47"," "
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DE-LU","41894.19","40144.88"," "
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DE-LU","43237.42","40757.04"," "
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DE-LU","45191.05","41100.43"," "
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DE-LU","46099.33","41081.63"," "
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DE-LU","47742.94","42466.88"," "
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DE-LU","49149.29","44024.78"," "
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DE-LU","50182.67","45369.41"," "
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DE-LU","50173.10","45936.10"," "
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DE-LU","48690.76","45076.34"," "
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DE-LU","46210.36","43717.58"," "
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DE-LU","45240.86","42959.58"," "
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DE-LU","46873.40","45763.66"," "
"01/01/2021 17:00:00 - 01/01/2021 18:00:00","BZN|DE-LU","50139.99","47328.83"," "
"01/01/2021 18:00:00 - 01/01/2021 19:00:00","BZN|DE-LU","51832.58","48174.16"," "
"01/01/2021 19:00:00 - 01/01/2021 20:00:00","BZN|DE-LU","52166.33","47550.41"," "
"01/01/2021 20:00:00 - 01/01/2021 21:00:00","BZN|DE-LU","50190.40","46601.77"," "
"01/01/2021 21:00:00 - 01/01/2021 22:00:00","BZN|DE-LU","48582.04","45983.07"," "
"01/01/2021 22:00:00 - 01/01/2021 23:00:00","BZN|DE-LU","47839.62","46112.94"," "
"01/01/2021 23:00:00 - 02/01/2021 00:00:00","BZN|DE-LU","45993.82","43761.04"," "
"02/01/2021 00:00:00 - 02/01/2021 01:00:00","BZN|DE-LU","42710.61","42313.61"," "
"02/01/2021 01:00:00 - 02/01/2021 02:00:00","BZN|DE-LU","40774.35","41609.04"," "
"02/01/2021 02:00:00 - 02/01/2021 03:00:00","BZN|DE-LU","40079.44","40924.85"," "
"02/01/2021 03:00:00 - 02/01/2021 04:00:00","BZN|DE-LU","40074.67","40548.21"," "
"02/01/2021 04:00:00 - 02/01/2021 05:00:00","BZN|DE-LU","39912.82","40929.28"," "
"02/01/2021 05:00:00 - 02/01/2021 06:00:00","BZN|DE-LU","40921.83","41360.25"," "
"02/01/2021 06:00:00 - 02/01/2021 07:00:00","BZN|DE-LU","42352.22","41933.22"," "
"02/01/2021 07:00:00 - 02/01/2021 08:00:00","BZN|DE-LU","44224.92","42972.34"," "
"02/01/2021 08:00:00 - 02/01/2021 09:00:00","BZN|DE-LU","46160.83","44952.81"," "
"02/01/2021 09:00:00 - 02/01/2021 10:00:00","BZN|DE-LU","49061.13","47264.08"," "
"02/01/2021 10:00:00 - 02/01/2021 11:00:00","BZN|DE-LU","50207.98","48592.80"," "
"02/01/2021 11:00:00 - 02/01/2021 12:00:00","BZN|DE-LU","50528.50","48887.36"," "
"02/01/2021 12:00:00 - 02/01/2021 13:00:00","BZN|DE-LU","50884.00","48886.03"," "
"02/01/2021 13:00:00 - 02/01/2021 14:00:00","BZN|DE-LU","49818.85","48057.53"," "
"02/01/2021 14:00:00 - 02/01/2021 15:00:00","BZN|DE-LU","48164.98","47336.34"," "
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|DE-LU","46664.86","46032.42"," "
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|DE-LU","47920.78","48287.11"," "
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|DE-LU","51037.21","50839.60"," "
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|DE-LU","53820.97","51826.68"," "
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|DE-LU","54131.43","50583.13"," "
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|DE-LU","52055.87","50247.16"," "
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|DE-LU","49718.92","49206.21"," "
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|DE-LU","49279.70","48873.94"," "
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|DE-LU","46801.66","48144.52"," "
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|DE-LU","44869.97","46580.40"," "
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|DE-LU","42863.27","45557.98"," "
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|DE-LU","42505.36","45436.12"," "
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|DE-LU","42532.25","45717.35"," "
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|DE-LU","43600.09","45827.08"," "
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|DE-LU","44664.73","47381.98"," "
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|DE-LU","45645.96","49015.42"," "
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|DE-LU","48255.82","51045.12"," "
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|DE-LU","51597.06","53311.33"," "
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|DE-LU","53221.97","55441.74"," "
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|DE-LU","56150.06","57317.21"," "
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|DE-LU","58384.90","59305.23"," "
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|DE-LU","59978.62","60709.29"," "
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|DE-LU","58381.33","58828.77"," "
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|DE-LU","57757.37","58958.10"," "
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|DE-LU","57743.01","57571.24"," "
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|DE-LU","59413.72","60130.97"," "
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|DE-LU","62524.33","62157.94"," "
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|DE-LU","64644.41","62138.59"," "
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|DE-LU","64898.85","60501.44"," "
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|DE-LU","63173.96","58494.30"," "
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|DE-LU","60707.06","55778.81"," "
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|DE-LU","59558.29","54598.83"," "
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|DE-LU","57249.27","52793.96"," "
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|DE-LU","57002.93","52884.36"," "
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|DE-LU","55742.55","52972.02"," "
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|DE-LU","55000.97","53361.57"," "
