"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|DE-LU","52473.44","51765.89"," "
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DE-LU","50246.30","50302.71"," "
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DE-LU","49655.51","48750.43"," "
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DE-LU","47618.88","47439.84"," "
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DE-LU","45778.35","46153.37"," "
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DE-LU","44719.31","44260.96"," "
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DE-LU","43975.61","44065.08"," "
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DE-LU","42805.91","43692.27"," "
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DE-LU","42996.08","42274.86"," "
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DE-LU","44961.41","43064.41"," "
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DE-LU","46607.62","43876.99"," "
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DE-LU","46653.91","44337.47"," "
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DE-LU","46975.64","45506.11"," "
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DE-LU","43695.66","43860.76"," "
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DE-LU","41577.15","43361.24"," "
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DE-LU","41298.28","42884.49"," "
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DE-LU","43882.35","45325.06"," "
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|DE-LU","46101.72","48742.17"," "
"01/01/2022 18:00:00 - 01/01/2022 19:00:00","BZN|DE-LU","48870.12","51659.19"," "
