"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"01/01/2018 00:00:00 - 01/01/2018 01:00:00","BZN|DE-AT-LU","N/A","62273.07","N/A"
"01/01/2018 01:00:00 - 01/01/2018 02:00:00","BZN|DE-AT-LU","N/A","62131.62","N/A"
"01/01/2018 02:00:00 - 01/01/2018 03:00:00","BZN|DE-AT-LU","N/A","62361.71","N/A"
"01/01/2018 03:00:00 - 01/01/2018 04:00:00","BZN|DE-AT-LU","N/A","62805.64","N/A"
"01/01/2018 04:00:00 - 01/01/2018 05:00:00","BZN|DE-AT-LU","N/A","62455.26","N/A"
"01/01/2018 05:00:00 - 01/01/2018 06:00:00","BZN|DE-AT-LU","N/A","63133.71","N/A"
"01/01/2018 06:00:00 - 01/01/2018 07:00:00","BZN|DE-AT-LU","N/A","62534.02","N/A"
"01/01/2018 07:00:00 - 01/01/2018 08:00:00","BZN|DE-AT-LU","N/A","61728.20","N/A"
"01/01/2018 08:00:00 - 01/01/2018 09:00:00","BZN|DE-AT-LU","N/A","61324.01","N/A"
"01/01/2018 09:00:00 - 01/01/2018 10:00:00","BZN|DE-AT-LU","N/A","63422.93","N/A"
"01/01/2018 10:00:00 - 01/01/2018 11:00:00","BZN|DE-AT-LU","N/A","67260.59","N/A"
"01/01/2018 11:00:00 - 01/01/2018 12:00:00","BZN|DE-AT-LU","N/A","70259.25","N/A"
"01/01/2018 12:00:00 - 01/01/2018 13:00:00","BZN|DE-AT-LU","N/A","70844.94","N/A"
"01/01/2018 13:00:00 - 01/01/2018 14:00:00","BZN|DE-AT-LU","N/A","68956.65","N/A"
"01/01/2018 14:00:00 - 01/01/2018 15:00:00","BZN|DE-AT-LU","N/A","64560.81","N/A"
"01/01/2018 15:00:00 - 01/01/2018 16:00:00","BZN|DE-AT-LU","N/A","61656.97","N/A"
"01/01/2018 16:00:00 - 01/01/2018 17:00:00","BZN|DE-AT-LU","N/A","61319.92","N/A"
"01/01/2018 17:00:00 - 01/01/2018 18:00:00","BZN|DE-AT-LU","N/A","65333.72","N/A"
"01/01/2018 18:00:00 - 01/01/2018 19:00:00","BZN|DE-AT-LU","N/A","65767.82","N/A"
"01/01/2018 19:00:00 - 01/01/2018 20:00:00","BZN|DE-AT-LU","N/A","65063.87","N/A"
"01/01/2018 20:00:00 - 01/01/2018 21:00:00","BZN|DE-AT-LU","N/A","63767.18","N/A"
"01/01/2018 21:00:00 - 01/01/2018 22:00:00","BZN|DE-AT-LU","N/A","61247.37","N/A"
"01/01/2018 22:00:00 - 01/01/2018 23:00:00","BZN|DE-AT-LU","N/A","60361.18","N/A"
"01/01/2018 23:00:00 - 02/01/2018 00:00:00","BZN|DE-AT-LU","N/A","58895.97","N/A"
"02/01/2018 00:00:00 - 02/01/2018 01:00:00","BZN|DE-AT-LU","N/A","56855.89","N/A"
"02/01/2018 01:00:00 - 02/01/2018 02:00:00","BZN|DE-AT-LU","N/A","55468.59","N/A"
"02/01/2018 02:00:00 - 02/01/2018 03:00:00","BZN|DE-AT-LU","N/A","54290.72","N/A"
"02/01/2018 03:00:00 - 02/01/2018 04:00:00","BZN|DE-AT-LU","N/A","53888.57","N/A"
"02/01/2018 04:00:00 - 02/01/2018 05:00:00","BZN|DE-AT-LU","N/A","56148.01","N/A"
"02/01/2018 05:00:00 - 02/01/2018 06:00:00","BZN|DE-AT-LU","N/A","58888.16","N/A"
"02/01/2018 06:00:00 - 02/01/2018 07:00:00","BZN|DE-AT-LU","N/A","64984.50","N/A"
"02/01/2018 07:00:00 - 02/01/2018 08:00:00","BZN|DE-AT-LU","N/A","70628.19","N/A"
"02/01/2018 08:00:00 - 02/01/2018 09:00:00","BZN|DE-AT-LU","N/A","73873.79","N/A"
"02/01/2018 09:00:00 - 02/01/2018 10:00:00","BZN|DE-AT-LU","N/A","76573.82","N/A"
"02/01/2018 10:00:00 - 02/01/2018 11:00:00","BZN|DE-AT-LU","N/A","78193.20","N/A"
"02/01/2018 11:00:00 - 02/01/2018 12:00:00","BZN|DE-AT-LU","N/A","79576.08","N/A"
"02/01/2018 12:00:00 - 02/01/2018 13:00:00","BZN|DE-AT-LU","N/A","79676.17","N/A"
"02/01/2018 13:00:00 - 02/01/2018 14:00:00","BZN|DE-AT-LU","N/A","79087.81","N/A"
"02/01/2018 14:00:00 - 02/01/2018 15:00:00","BZN|DE-AT-LU","N/A","77182.87","N/A"
"02/01/2018 15:00:00 - 02/01/2018 16:00:00","BZN|DE-AT-LU","N/A","75591.34","N/A"
"02/01/2018 16:00:00 - 02/01/2018 17:00:00","BZN|DE-AT-LU","N/A","75474.92","N/A"
