"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"01/01/2016 00:00:00 - 01/01/2016 00:15:00","BZN|DE-AT-LU","N/A","52826.48","N/A"
"01/01/2016 00:15:00 - 01/01/2016 00:30:00","BZN|DE-AT-LU","N/A","52284.40","N/A"
"01/01/2016 00:30:00 - 01/01/2016 00:45:00","BZN|DE-AT-LU","N/A","51946.45","N/A"
"01/01/2016 00:45:00 - 01/01/2016 01:00:00","BZN|DE-AT-LU","N/A","51539.37","N/A"
"01/01/2016 01:00:00 - 01/01/2016 01:15:00","BZN|DE-AT-LU","N/A","51755.42","N/A"
"01/01/2016 01:15:00 - 01/01/2016 01:30:00","BZN|DE-AT-LU","N/A","50972.63","N/A"
"01/01/2016 01:30:00 - 01/01/2016 01:45:00","BZN|DE-AT-LU","N/A","50938.91","N/A"
"01/01/2016 01:45:00 - 01/01/2016 02:00:00","BZN|DE-AT-LU","N/A","50779.15","N/A"
"01/01/2016 02:00:00 - 01/01/2016 02:15:00","BZN|DE-AT-LU","N/A","50826.26","N/A"
"01/01/2016 02:15:00 - 01/01/2016 02:30:00","BZN|DE-AT-LU","N/A","50599.79","N/A"
"01/01/2016 02:30:00 - 01/01/2016 02:45:00","BZN|DE-AT-LU","N/A","50523.95","N/A"
"01/01/2016 02:45:00 - 01/01/2016 03:00:00","BZN|DE-AT-LU","N/A","50324.30","N/A"
"01/01/2016 03:00:00 - 01/01/2016 03:15:00","BZN|DE-AT-LU","N/A","50428.79","N/A"
"01/01/2016 03:15:00 - 01/01/2016 03:30:00","BZN|DE-AT-LU","N/A","50418.62","N/A"
"01/01/2016 03:30:00 - 01/01/2016 03:45:00","BZN|DE-AT-LU","N/A","50283.07","N/A"
"01/01/2016 03:45:00 - 01/01/2016 04:00:00","BZN|DE-AT-LU","N/A","50207.47","N/A"
"01/01/2016 04:00:00 - 01/01/2016 04:15:00","BZN|DE-AT-LU","N/A","50235.26","N/A"
"01/01/2016 04:15:00 - 01/01/2016 04:30:00","BZN|DE-AT-LU","N/A","50251.23","N/A"
"01/01/2016 04:30:00 - 01/01/2016 04:45:00","BZN|DE-AT-LU","N/A","50058.57","N/A"
"01/01/2016 04:45:00 - 01/01/2016 05:00:00","BZN|DE-AT-LU","N/A","49623.79","N/A"
"01/01/2016 05:00:00 - 01/01/2016 05:15:00","BZN|DE-AT-LU","N/A","49356.10","N/A"
"01/01/2016 05:15:00 - 01/01/2016 05:30:00","BZN|DE-AT-LU","N/A","49027.11","N/A"
"01/01/2016 05:30:00 - 01/01/2016 05:45:00","BZN|DE-AT-LU","N/A","48853.13","N/A"
"01/01/2016 05:45:00 - 01/01/2016 06:00:00","BZN|DE-AT-LU","N/A","48672.12","N/A"
"01/01/2016 06:00:00 - 01/01/2016 06:15:00","BZN|DE-AT-LU","N/A","48444.45","N/A"
"01/01/2016 06:15:00 - 01/01/2016 06:30:00","BZN|DE-AT-LU","N/A","48258.94","N/A"
"01/01/2016 06:30:00 - 01/01/2016 06:45:00","BZN|DE-AT-LU","N/A","48055.50","N/A"
"01/01/2016 06:45:00 - 01/01/2016 07:00:00","BZN|DE-AT-LU","N/A","48045.75","N/A"
"01/01/2016 07:00:00 - 01/01/2016 07:15:00","BZN|DE-AT-LU","N/A","48012.71","N/A"
"01/01/2016 07:15:00 - 01/01/2016 07:30:00","BZN|DE-AT-LU","N/A","47732.99","N/A"
"01/01/2016 07:30:00 - 01/01/2016 07:45:00","BZN|DE-AT-LU","N/A","48076.27","N/A"
"01/01/2016 07:45:00 - 01/01/2016 08:00:00","BZN|DE-AT-LU","N/A","47689.03","N/A"
"01/01/2016 08:00:00 - 01/01/2016 08:15:00","BZN|DE-AT-LU","N/A","47403.90","N/A"
"01/01/2016 08:15:00 - 01/01/2016 08:30:00","BZN|DE-AT-LU","N/A","47089.69","N/A"
"01/01/2016 08:30:00 - 01/01/2016 08:45:00","BZN|DE-AT-LU","N/A","46970.92","N/A"
"01/01/2016 08:45:00 - 01/01/2016 09:00:00","BZN|DE-AT-LU","N/A","47004.48","N/A"
"01/01/2016 09:00:00 - 01/01/2016 09:15:00","BZN|DE-AT-LU","N/A","46928.46","N/A"
"01/01/2016 09:15:00 - 01/01/2016 09:30:00","BZN|DE-AT-LU","N/A","47109.30","N/A"
"01/01/2016 09:30:00 - 01/01/2016 09:45:00","BZN|DE-AT-LU","N/A","47166.23","N/A"
"01/01/2016 09:45:00 - 01/01/2016 10:00:00","BZN|DE-AT-LU","N/A","47561.52","N/A"
"01/01/2016 10:00:00 - 01/01/2016 10:15:00","BZN|DE-AT-LU","N/A","47727.59","N/A"
"01/01/2016 10:15:00 - 01/01/2016 10:30:00","BZN|DE-AT-LU","N/A","48009.46","N/A"
"01/01/2016 10:30:00 - 01/01/2016 10:45:00","BZN|DE-AT-LU","N/A","48119.32","N/A"
"01/01/2016 10:45:00 - 01/01/2016 11:00:00","BZN|DE-AT-LU","N/A","48723.33","N/A"
"01/01/2016 11:00:00 - 01/01/2016 11:15:00","BZN|DE-AT-LU","N/A","49490.23","N/A"
"01/01/2016 11:15:00 - 01/01/2016 11:30:00","BZN|DE-AT-LU","N/A","49707.11","N/A"
"01/01/2016 11:30:00 - 01/01/2016 11:45:00","BZN|DE-AT-LU","N/A","49948.88","N/A"
"01/01/2016 11:45:00 - 01/01/2016 12:00:00","BZN|DE-AT-LU","N/A","50031.71","N/A"
"01/01/2016 12:00:00 - 01/01/2016 12:15:00","BZN|DE-AT-LU","N/A","50692.39","N/A"
