"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2018 00:00:00 - 01/01/2018 00:15:00","BZN|DE-LU","n/e","28033.22"," ","n/e"
"01/01/2018 00:15:00 - 01/01/2018 00:30:00","BZN|DE-LU","n/e","28445.81"," ","n/e"
"01/01/2018 00:30:00 - 01/01/2018 00:45:00","BZN|DE-LU","n/e","28771.06"," ","n/e"
"01/01/2018 00:45:00 - 01/01/2018 01:00:00","BZN|DE-LU","n/e","29085.18"," ","n/e"
"01/01/2018 01:00:00 - 01/01/2018 01:15:00","BZN|DE-LU","n/e","29832.46"," ","n/e"
"01/01/2018 01:15:00 - 01/01/2018 01:30:00","BZN|DE-LU","n/e","30236.96"," ","n/e"
"01/01/2018 01:30:00 - 01/01/2018 01:45:00","BZN|DE-LU","n/e","30576.56"," ","n/e"
"01/01/2018 01:45:00 - 01/01/2018 02:00:00","BZN|DE-LU","n/e","31244.30"," ","n/e"
"01/01/2018 02:00:00 - 01/01/2018 02:15:00","BZN|DE-LU","n/e","31662.51"," ","n/e"
"01/01/2018 02:15:00 - 01/01/2018 02:30:00","BZN|DE-LU","n/e","31782.87"," ","n/e"
"01/01/2018 02:30:00 - 01/01/2018 02:45:00","BZN|DE-LU","n/e","31662.73"," ","n/e"
"01/01/2018 02:45:00 - 01/01/2018 03:00:00","BZN|DE-LU","n/e","31784.01"," ","n/e"
"01/01/2018 03:00:00 - 01/01/2018 03:15:00","BZN|DE-LU","n/e","32377.57"," ","n/e"
"01/01/2018 03:15:00 - 01/01/2018 03:30:00","BZN|DE-LU","n/e","32537.87"," ","n/e"
"01/01/2018 03:30:00 - 01/01/2018 03:45:00","BZN|DE-LU","n/e","32696.11"," ","n/e"
"01/01/2018 03:45:00 - 01/01/2018 04:00:00","BZN|DE-LU","n/e","33118.78"," ","n/e"
"01/01/2018 04:00:00 - 01/01/2018 04:15:00","BZN|DE-LU","n/e","33398.41"," ","n/e"
"01/01/2018 04:15:00 - 01/01/2018 04:30:00","BZN|DE-LU","n/e","33509.45"," ","n/e"
"01/01/2018 04:30:00 - 01/01/2018 04:45:00","BZN|DE-LU","n/e","33610.06"," ","n/e"
"01/01/2018 04:45:00 - 01/01/2018 05:00:00","BZN|DE-LU","n/e","33830.57"," ","n/e"
"01/01/2018 05:00:00 - 01/01/2018 05:15:00","BZN|DE-LU","n/e","33959.32"," ","n/e"
"01/01/2018 05:15:00 - 01/01/2018 05:30:00","BZN|DE-LU","n/e","33958.52"," ","n/e"
"01/01/2018 05:30:00 - 01/01/2018 05:45:00","BZN|DE-LU","n/e","33826.18"," ","n/e"
"01/01/2018 05:45:00 - 01/01/2018 06:00:00","BZN|DE-LU","n/e","33767.41"," ","n/e"
"01/01/2018 06:00:00 - 01/01/2018 06:15:00","BZN|DE-LU","n/e","33798.46"," ","n/e"
"01/01/2018 06:15:00 - 01/01/2018 06:30:00","BZN|DE-LU","n/e","33686.97"," ","n/e"
"01/01/2018 06:30:00 - 01/01/2018 06:45:00","BZN|DE-LU","n/e","33387.10"," ","n/e"
"01/01/2018 06:45:00 - 01/01/2018 07:00:00","BZN|DE-LU","n/e","33442.69"," ","n/e"
"01/01/2018 07:00:00 - 01/01/2018 07:15:00","BZN|DE-LU","n/e","33397.14"," ","n/e"
"01/01/2018 07:15:00 - 01/01/2018 07:30:00","BZN|DE-LU","n/e","33454.14"," ","n/e"
"01/01/2018 07:30:00 - 01/01/2018 07:45:00","BZN|DE-LU","n/e","33460.08"," ","n/e"
"01/01/2018 07:45:00 - 01/01/2018 08:00:00","BZN|DE-LU","n/e","33179.31"," ","n/e"
"01/01/2018 08:00:00 - 01/01/2018 08:15:00","BZN|DE-LU","n/e","33214.95"," ","n/e"
"01/01/2018 08:15:00 - 01/01/2018 08:30:00","BZN|DE-LU","n/e","33322.74"," ","n/e"
"01/01/2018 08:30:00 - 01/01/2018 08:45:00","BZN|DE-LU","n/e","33271.43"," ","n/e"
"01/01/2018 08:45:00 - 01/01/2018 09:00:00","BZN|DE-LU","n/e","33212.11"," ","n/e"
"01/01/2018 09:00:00 - 01/01/2018 09:15:00","BZN|DE-LU","n/e","33103.13"," ","n/e"
"01/01/2018 09:15:00 - 01/01/2018 09:30:00","BZN|DE-LU","n/e","33009.23"," ","n/e"
"01/01/2018 09:30:00 - 01/01/2018 09:45:00","BZN|DE-LU","n/e","33087.85"," ","n/e"
"01/01/2018 09:45:00 - 01/01/2018 10:00:00","BZN|DE-LU","n/e","33044.15"," ","n/e"
"01/01/2018 10:00:00 - 01/01/2018 10:15:00","BZN|DE-LU","n/e","32945.08"," ","n/e"
"01/01/2018 10:15:00 - 01/01/2018 10:30:00","BZN|DE-LU","n/e","32904.12"," ","n/e"
"01/01/2018 10:30:00 - 01/01/2018 10:45:00","BZN|DE-LU","n/e","33096.45"," ","n/e"
"01/01/2018 10:45:00 - 01/01/2018 11:00:00","BZN|DE-LU","n/e","33043.67"," ","n/e"
"01/01/2018 11:00:00 - 01/01/2018 11:15:00","BZN|DE-LU","n/e","32952.42"," ","n/e"
"01/01/2018 11:15:00 - 01/01/2018 11:30:00","BZN|DE-LU","n/e","32914.06"," ","n/e"
"01/01/2018 11:30:00 - 01/01/2018 11:45:00","BZN|DE-LU","n/e","32957.56"," ","n/e"
"01/01/2018 11:45:00 - 01/01/2018 12:00:00","BZN|DE-LU","n/e","32840.30"," ","n/e"
"01/01/2018 12:00:00 - 01/01/2018 12:15:00","BZN|DE-LU","n/e","32614.84"," ","n/e"
"01/01/2018 12:15:00 - 01/01/2018 12:30:00","BZN|DE-LU","n/e","32322.65"," ","n/e"
