"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2020 00:00:00 - 01/01/2020 00:15:00","BZN|DE-LU","5743.75","6078.20","2155.31","5957.15"
"01/01/2020 00:15:00 - 01/01/2020 00:30:00","BZN|DE-LU","5766.99","5985.94","2143.29","5950.58"
"01/01/2020 00:30:00 - 01/01/2020 00:45:00","BZN|DE-LU","5795.04","6051.08","2111.67","6152.38"
"01/01/2020 00:45:00 - 01/01/2020 01:00:00","BZN|DE-LU","5818.47","6128.89","2121.17","6279.65"
"01/01/2020 01:00:00 - 01/01/2020 01:15:00","BZN|DE-LU","5848.44","6033.72","2162.56","6129.63"
"01/01/2020 01:15:00 - 01/01/2020 01:30:00","BZN|DE-LU","5860.01","5957.19","2253.69","5769.85"
"01/01/2020 01:30:00 - 01/01/2020 01:45:00","BZN|DE-LU","5864.93","5952.64","2262.09","5808.36"
"01/01/2020 01:45:00 - 01/01/2020 02:00:00","BZN|DE-LU","5863.49","5927.24","2320.90","5838.94"
"01/01/2020 02:00:00 - 01/01/2020 02:15:00","BZN|DE-LU","5946.74","5933.80","2423.47","5818.08"
"01/01/2020 02:15:00 - 01/01/2020 02:30:00","BZN|DE-LU","5974.40","5912.59","2495.83","5735.31"
"01/01/2020 02:30:00 - 01/01/2020 02:45:00","BZN|DE-LU","6001.40","5808.83","2484.08","5781.07"
"01/01/2020 02:45:00 - 01/01/2020 03:00:00","BZN|DE-LU","6027.23","5668.32","2565.59","5751.74"
"01/01/2020 03:00:00 - 01/01/2020 03:15:00","BZN|DE-LU","6040.70","5583.93","2557.05","5527.33"
"01/01/2020 03:15:00 - 01/01/2020 03:30:00","BZN|DE-LU","6053.10","5562.91","2591.42","5407.23"
"01/01/2020 03:30:00 - 01/01/2020 03:45:00","BZN|DE-LU","6065.23","5534.58","2632.10","5455.75"
"01/01/2020 03:45:00 - 01/01/2020 04:00:00","BZN|DE-LU","6075.90","5567.77","2709.80","5559.62"
"01/01/2020 04:00:00 - 01/01/2020 04:15:00","BZN|DE-LU","6067.09","5622.75","2797.52","5456.81"
"01/01/2020 04:15:00 - 01/01/2020 04:30:00","BZN|DE-LU","6005.06","5615.65","2807.74","5409.84"
"01/01/2020 04:30:00 - 01/01/2020 04:45:00","BZN|DE-LU","5943.57","5511.09","2728.93","5463.55"
"01/01/2020 04:45:00 - 01/01/2020 05:00:00","BZN|DE-LU","5877.46","5509.21","2738.22","5503.36"
"01/01/2020 05:00:00 - 01/01/2020 05:15:00","BZN|DE-LU","5790.29","5577.20","2816.55","5510.75"
"01/01/2020 05:15:00 - 01/01/2020 05:30:00","BZN|DE-LU","5703.38","5618.02","2856.74","5510.86"
"01/01/2020 05:30:00 - 01/01/2020 05:45:00","BZN|DE-LU","5613.06","5620.30","2865.52","5623.78"
"01/01/2020 05:45:00 - 01/01/2020 06:00:00","BZN|DE-LU","5529.90","5601.13","2857.63","5626.34"
"01/01/2020 06:00:00 - 01/01/2020 06:15:00","BZN|DE-LU","5492.79","5576.17","2799.25","5711.17"
"01/01/2020 06:15:00 - 01/01/2020 06:30:00","BZN|DE-LU","5445.10","5599.22","2835.21","5623.21"
"01/01/2020 06:30:00 - 01/01/2020 06:45:00","BZN|DE-LU","5400.20","5631.33","2870.71","5522.30"
"01/01/2020 06:45:00 - 01/01/2020 07:00:00","BZN|DE-LU","5353.59","5605.91","2852.27","5415.72"
"01/01/2020 07:00:00 - 01/01/2020 07:15:00","BZN|DE-LU","5303.01","5444.50","2715.89","5350.41"
"01/01/2020 07:15:00 - 01/01/2020 07:30:00","BZN|DE-LU","5260.35","5390.89","2678.39","5346.39"
"01/01/2020 07:30:00 - 01/01/2020 07:45:00","BZN|DE-LU","5221.35","5403.82","2707.37","5221.41"
"01/01/2020 07:45:00 - 01/01/2020 08:00:00","BZN|DE-LU","5176.74","5402.83","2874.14","5103.03"
"01/01/2020 08:00:00 - 01/01/2020 08:15:00","BZN|DE-LU","5153.47","5409.11","2932.64","5061.93"
"01/01/2020 08:15:00 - 01/01/2020 08:30:00","BZN|DE-LU","5131.25","5416.35","2961.82","5071.86"
"01/01/2020 08:30:00 - 01/01/2020 08:45:00","BZN|DE-LU","5105.23","5428.99","2922.04","5074.89"
"01/01/2020 08:45:00 - 01/01/2020 09:00:00","BZN|DE-LU","5083.74","5437.27","2840.95","5007.30"
"01/01/2020 09:00:00 - 01/01/2020 09:15:00","BZN|DE-LU","5062.05","5442.62","2835.45","5068.25"
"01/01/2020 09:15:00 - 01/01/2020 09:30:00","BZN|DE-LU","5031.23","5408.72","2846.92","5047.11"
"01/01/2020 09:30:00 - 01/01/2020 09:45:00","BZN|DE-LU","4998.18","5371.03","2817.03","5011.55"
"01/01/2020 09:45:00 - 01/01/2020 10:00:00","BZN|DE-LU","4955.01","5329.04","2844.93","5041.26"
"01/01/2020 10:00:00 - 01/01/2020 10:15:00","BZN|DE-LU","4901.11","5261.12","2808.83","4929.35"
"01/01/2020 10:15:00 - 01/01/2020 10:30:00","BZN|DE-LU","4790.94","5081.65","2736.23","4853.95"
