"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2016 00:00:00 - 01/01/2016 01:00:00","BZN|DE-AT-LU","Without Sequence","23.86","",""
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|DE-AT-LU","Without Sequence","22.39","",""
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DE-AT-LU","Without Sequence","20.59","",""
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DE-AT-LU","Without Sequence","16.81","",""
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DE-AT-LU","Without Sequence","17.41","",""
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DE-AT-LU","Without Sequence","17.02","",""
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DE-AT-LU","Without Sequence","15.86","",""
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DE-AT-LU","Without Sequence","18.16","",""
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DE-AT-LU","Without Sequence","17.73","",""
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DE-AT-LU","Without Sequence","19.77","",""
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DE-AT-LU","Without Sequence","23.75","",""
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DE-AT-LU","Without Sequence","26.03","",""
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DE-AT-LU","Without Sequence","27.06","",""
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DE-AT-LU","Without Sequence","26.59","",""
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DE-AT-LU","Without Sequence","25.00","",""
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DE-AT-LU","Without Sequence","24.43","",""
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DE-AT-LU","Without Sequence","28.87","",""
"01/01/2016 17:00:00 - 01/01/2016 18:00:00","BZN|DE-AT-LU","Without Sequence","37.44","",""
"01/01/2016 18:00:00 - 01/01/2016 19:00:00","BZN|DE-AT-LU","Without Sequence","37.41","",""
"01/01/2016 19:00:00 - 01/01/2016 20:00:00","BZN|DE-AT-LU","Without Sequence","35.34","",""
"01/01/2016 20:00:00 - 01/01/2016 21:00:00","BZN|DE-AT-LU","Without Sequence","33.07","",""
"01/01/2016 21:00:00 - 01/01/2016 22:00:00","BZN|DE-AT-LU","Without Sequence","29.52","",""
"01/01/2016 22:00:00 - 01/01/2016 23:00:00","BZN|DE-AT-LU","Without Sequence","30.10","",""
"01/01/2016 23:00:00 - 02/01/2016 00:00:00","BZN|DE-AT-LU","Without Sequence","30.10","",""
"02/01/2016 00:00:00 - 02/01/2016 01:00:00","BZN|DE-AT-LU","Without Sequence","22.20","",""
"02/01/2016 01:00:00 - 02/01/2016 02:00:00","BZN|DE-AT-LU","Without Sequence","16.57","",""
"02/01/2016 02:00:00 - 02/01/2016 03:00:00","BZN|DE-AT-LU","Without Sequence","15.35","",""
"02/01/2016 03:00:00 - 02/01/2016 04:00:00","BZN|DE-AT-LU","Without Sequence","12.77","",""
"02/01/2016 04:00:00 - 02/01/2016 05:00:00","BZN|DE-AT-LU","Without Sequence","11.27","",""
"02/01/2016 05:00:00 - 02/01/2016 06:00:00","BZN|DE-AT-LU","Without Sequence","11.91","",""
"02/01/2016 06:00:00 - 02/01/2016 07:00:00","BZN|DE-AT-LU","Without Sequence","12.62","",""
"02/01/2016 07:00:00 - 02/01/2016 08:00:00","BZN|DE-AT-LU","Without Sequence","13.83","",""
"02/01/2016 08:00:00 - 02/01/2016 09:00:00","BZN|DE-AT-LU","Without Sequence","16.12","",""
"02/01/2016 09:00:00 - 02/01/2016 10:00:00","BZN|DE-AT-LU","Without Sequence","18.12","",""
"02/01/2016 10:00:00 - 02/01/2016 11:00:00","BZN|DE-AT-LU","Without Sequence","19.59","",""
"02/01/2016 11:00:00 - 02/01/2016 12:00:00","BZN|DE-AT-LU","Without Sequence","21.07","",""
"02/01/2016 12:00:00 - 02/01/2016 13:00:00","BZN|DE-AT-LU","Without Sequence","22.54","",""
"02/01/2016 13:00:00 - 02/01/2016 14:00:00","BZN|DE-AT-LU","Without Sequence","19.79","",""
"02/01/2016 14:00:00 - 02/01/2016 15:00:00","BZN|DE-AT-LU","Without Sequence","16.90","",""
"02/01/2016 15:00:00 - 02/01/2016 16:00:00","BZN|DE-AT-LU","Without Sequence","16.97","",""
"02/01/2016 16:00:00 - 02/01/2016 17:00:00","BZN|DE-AT-LU","Without Sequence","19.25","",""
"02/01/2016 17:00:00 - 02/01/2016 18:00:00","BZN|DE-AT-LU","Without Sequence","28.01","",""
"02/01/2016 18:00:00 - 02/01/2016 19:00:00","BZN|DE-AT-LU","Without Sequence","28.36","",""
"02/01/2016 19:00:00 - 02/01/2016 20:00:00","BZN|DE-AT-LU","Without Sequence","26.56","",""
"02/01/2016 20:00:00 - 02/01/2016 21:00:00","BZN|DE-AT-LU","Without Sequence","17.38","",""
"02/01/2016 21:00:00 - 02/01/2016 22:00:00","BZN|DE-AT-LU","Without Sequence","15.83","",""
"02/01/2016 22:00:00 - 02/01/2016 23:00:00","BZN|DE-AT-LU","Without Sequence","16.97","",""
"02/01/2016 23:00:00 - 03/01/2016 00:00:00","BZN|DE-AT-LU","Without Sequence","16.97","",""
"03/01/2016 00:00:00 - 03/01/2016 01:00:00","BZN|DE-AT-LU","Without Sequence","6.99","",""
"03/01/2016 01:00:00 - 03/01/2016 02:00:00","BZN|DE-AT-LU","Without Sequence","-0.01","",""
"03/01/2016 02:00:00 - 03/01/2016 03:00:00","BZN|DE-AT-LU","Without Sequence","0.23","",""
"03/01/2016 03:00:00 - 03/01/2016 04:00:00","BZN|DE-AT-LU","Without Sequence","4.51","",""
"03/01/2016 04:00:00 - 03/01/2016 05:00:00","BZN|DE-AT-LU","Without Sequence","4.12","",""
"03/01/2016 05:00:00 - 03/01/2016 06:00:00","BZN|DE-AT-LU","Without Sequence","6.76","",""
"03/01/2016 06:00:00 - 03/01/2016 07:00:00","BZN|DE-AT-LU","Without Sequence","0.75","",""
"03/01/2016 07:00:00 - 03/01/2016 08:00:00","BZN|DE-AT-LU","Without Sequence","4.27","",""
"03/01/2016 08:00:00 - 03/01/2016 09:00:00","BZN|DE-AT-LU","Without Sequence","9.11","",""
"03/01/2016 09:00:00 - 03/01/2016 10:00:00","BZN|DE-AT-LU","Without Sequence","15.92","",""
"03/01/2016 10:00:00 - 03/01/2016 11:00:00","BZN|DE-AT-LU","Without Sequence","17.06","",""
"03/01/2016 11:00:00 - 03/01/2016 12:00:00","BZN|DE-AT-LU","Without Sequence","19.28","",""
"03/01/2016 12:00:00 - 03/01/2016 13:00:00","BZN|DE-AT-LU","Without Sequence","20.25","",""
"03/01/2016 13:00:00 - 03/01/2016 14:00:00","BZN|DE-AT-LU","Without Sequence","17.66","",""
"03/01/2016 14:00:00 - 03/01/2016 15:00:00","BZN|DE-AT-LU","Without Sequence","18.49","",""
"03/01/2016 15:00:00 - 03/01/2016 16:00:00","BZN|DE-AT-LU","Without Sequence","16.51","",""
"03/01/2016 16:00:00 - 03/01/2016 17:00:00","BZN|DE-AT-LU","Without Sequence","18.76","",""
"03/01/2016 17:00:00 - 03/01/2016 18:00:00","BZN|DE-AT-LU","Without Sequence","22.21","",""
"03/01/2016 18:00:00 - 03/01/2016 19:00:00","BZN|DE-AT-LU","Without Sequence","26.76","",""
"03/01/2016 19:00:00 - 03/01/2016 20:00:00","BZN|DE-AT-LU","Without Sequence","27.08","",""
"03/01/2016 20:00:00 - 03/01/2016 21:00:00","BZN|DE-AT-LU","Without Sequence","25.33","",""
"03/01/2016 21:00:00 - 03/01/2016 22:00:00","BZN|DE-AT-LU","Without Sequence","22.11","",""
"03/01/2016 22:00:00 - 03/01/2016 23:00:00","BZN|DE-AT-LU","Without Sequence","20.91","",""
"03/01/2016 23:00:00 - 04/01/2016 00:00:00","BZN|DE-AT-LU","Without Sequence","20.91","",""
"04/01/2016 00:00:00 - 04/01/2016 01:00:00","BZN|DE-AT-LU","Without Sequence","13.78","",""
"04/01/2016 01:00:00 - 04/01/2016 02:00:00","BZN|DE-AT-LU","Without Sequence","12.77","",""
"04/01/2016 02:00:00 - 04/01/2016 03:00:00","BZN|DE-AT-LU","Without Sequence","10.56","",""
"04/01/2016 03:00:00 - 04/01/2016 04:00:00","BZN|DE-AT-LU","Without Sequence","3.87","",""
"04/01/2016 04:00:00 - 04/01/2016 05:00:00","BZN|DE-AT-LU","Without Sequence","3.20","",""
"04/01/2016 05:00:00 - 04/01/2016 06:00:00","BZN|DE-AT-LU","Without Sequence","8.67","",""
"04/01/2016 06:00:00 - 04/01/2016 07:00:00","BZN|DE-AT-LU","Without Sequence","18.01","",""
"04/01/2016 07:00:00 - 04/01/2016 08:00:00","BZN|DE-AT-LU","Without Sequence","28.52","",""
"04/01/2016 08:00:00 - 04/01/2016 09:00:00","BZN|DE-AT-LU","Without Sequence","34.74","",""
"04/01/2016 09:00:00 - 04/01/2016 10:00:00","BZN|DE-AT-LU","Without Sequence","33.46","",""
"04/01/2016 10:00:00 - 04/01/2016 11:00:00","BZN|DE-AT-LU","Without Sequence","33.24","",""
"04/01/2016 11:00:00 - 04/01/2016 12:00:00","BZN|DE-AT-LU","Without Sequence","35.09","",""
"04/01/2016 12:00:00 - 04/01/2016 13:00:00","BZN|DE-AT-LU","Without Sequence","35.00","",""
