"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/01/2015 00:00:00 - 05/01/2015 01:00:00","BZN|DE-AT-LU","Without Sequence","22.34","",""
"05/01/2015 01:00:00 - 05/01/2015 02:00:00","BZN|DE-AT-LU","Without Sequence","17.93","",""
"05/01/2015 02:00:00 - 05/01/2015 03:00:00","BZN|DE-AT-LU","Without Sequence","15.17","",""
"05/01/2015 03:00:00 - 05/01/2015 04:00:00","BZN|DE-AT-LU","Without Sequence","16.38","",""
"05/01/2015 04:00:00 - 05/01/2015 05:00:00","BZN|DE-AT-LU","Without Sequence","17.38","",""
"05/01/2015 05:00:00 - 05/01/2015 06:00:00","BZN|DE-AT-LU","Without Sequence","16.38","",""
"05/01/2015 06:00:00 - 05/01/2015 07:00:00","BZN|DE-AT-LU","Without Sequence","26.61","",""
"05/01/2015 07:00:00 - 05/01/2015 08:00:00","BZN|DE-AT-LU","Without Sequence","37.63","",""
"05/01/2015 08:00:00 - 05/01/2015 09:00:00","BZN|DE-AT-LU","Without Sequence","39.09","",""
"05/01/2015 09:00:00 - 05/01/2015 10:00:00","BZN|DE-AT-LU","Without Sequence","41.51","",""
"05/01/2015 10:00:00 - 05/01/2015 11:00:00","BZN|DE-AT-LU","Without Sequence","40.46","",""
"05/01/2015 11:00:00 - 05/01/2015 12:00:00","BZN|DE-AT-LU","Without Sequence","40.97","",""
"05/01/2015 12:00:00 - 05/01/2015 13:00:00","BZN|DE-AT-LU","Without Sequence","40.72","",""
"05/01/2015 13:00:00 - 05/01/2015 14:00:00","BZN|DE-AT-LU","Without Sequence","41.92","",""
"05/01/2015 14:00:00 - 05/01/2015 15:00:00","BZN|DE-AT-LU","Without Sequence","42.00","",""
"05/01/2015 15:00:00 - 05/01/2015 16:00:00","BZN|DE-AT-LU","Without Sequence","43.10","",""
"05/01/2015 16:00:00 - 05/01/2015 17:00:00","BZN|DE-AT-LU","Without Sequence","46.70","",""
"05/01/2015 17:00:00 - 05/01/2015 18:00:00","BZN|DE-AT-LU","Without Sequence","56.78","",""
"05/01/2015 18:00:00 - 05/01/2015 19:00:00","BZN|DE-AT-LU","Without Sequence","58.84","",""
"05/01/2015 19:00:00 - 05/01/2015 20:00:00","BZN|DE-AT-LU","Without Sequence","49.23","",""
"05/01/2015 20:00:00 - 05/01/2015 21:00:00","BZN|DE-AT-LU","Without Sequence","44.32","",""
"05/01/2015 21:00:00 - 05/01/2015 22:00:00","BZN|DE-AT-LU","Without Sequence","40.00","",""
