"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2025 00:00 - 01/01/2025 00:15","BZN|DE-LU","48899.61","45881.13"
"01/01/2025 00:15 - 01/01/2025 00:30","BZN|DE-LU","48018.91","45230.07"
"01/01/2025 00:30 - 01/01/2025 00:45","BZN|DE-LU","48048.26","44700.95"
"01/01/2025 00:45 - 01/01/2025 01:00","BZN|DE-LU","47918.90","44062.82"
"01/01/2025 01:00 - 01/01/2025 01:15","BZN|DE-LU","47667.03","43302.48"
"01/01/2025 01:15 - 01/01/2025 01:30","BZN|DE-LU","47390.29","42905.27"
"01/01/2025 01:30 - 01/01/2025 01:45","BZN|DE-LU","47275.44","42544.53"
"01/01/2025 01:45 - 01/01/2025 02:00","BZN|DE-LU","46980.15","42063.12"
"01/01/2025 02:00 - 01/01/2025 02:15","BZN|DE-LU","46687.66","41830.13"
"01/01/2025 02:15 - 01/01/2025 02:30","BZN|DE-LU","46309.86","41464.16"
"01/01/2025 02:30 - 01/01/2025 02:45","BZN|DE-LU","46082.62","41424.69"
"01/01/2025 02:45 - 01/01/2025 03:00","BZN|DE-LU","45894.49","41352.01"
"01/01/2025 03:00 - 01/01/2025 03:15","BZN|DE-LU","45329.16","41370.87"
"01/01/2025 03:15 - 01/01/2025 03:30","BZN|DE-LU","45311.03","41350.54"
"01/01/2025 03:30 - 01/01/2025 03:45","BZN|DE-LU","44817.70","41082.14"
"01/01/2025 03:45 - 01/01/2025 04:00","BZN|DE-LU","44749.26","41069.94"
"01/01/2025 04:00 - 01/01/2025 04:15","BZN|DE-LU","44161.59","41084.32"
"01/01/2025 04:15 - 01/01/2025 04:30","BZN|DE-LU","44235.59","40854.56"
"01/01/2025 04:30 - 01/01/2025 04:45","BZN|DE-LU","44005.44","41058.76"
"01/01/2025 04:45 - 01/01/2025 05:00","BZN|DE-LU","43788.21","41346.36"
"01/01/2025 05:00 - 01/01/2025 05:15","BZN|DE-LU","44416.46","41683.22"
"01/01/2025 05:15 - 01/01/2025 05:30","BZN|DE-LU","44258.82","41960.81"
"01/01/2025 05:30 - 01/01/2025 05:45","BZN|DE-LU","44218.80","41316.47"
"01/01/2025 05:45 - 01/01/2025 06:00","BZN|DE-LU","44149.71","41509.47"
"01/01/2025 06:00 - 01/01/2025 06:15","BZN|DE-LU","43836.80","41391.26"
"01/01/2025 06:15 - 01/01/2025 06:30","BZN|DE-LU","43598.88","41593.24"
"01/01/2025 06:30 - 01/01/2025 06:45","BZN|DE-LU","43578.38","41919.60"
"01/01/2025 06:45 - 01/01/2025 07:00","BZN|DE-LU","43415.44","42261.64"
"01/01/2025 07:00 - 01/01/2025 07:15","BZN|DE-LU","43645.45","42753.26"
"01/01/2025 07:15 - 01/01/2025 07:30","BZN|DE-LU","43945.55","43179.20"
"01/01/2025 07:30 - 01/01/2025 07:45","BZN|DE-LU","44073.66","43648.60"
"01/01/2025 07:45 - 01/01/2025 08:00","BZN|DE-LU","44225.36","44287.25"
"01/01/2025 08:00 - 01/01/2025 08:15","BZN|DE-LU","45529.98","44980.81"
"01/01/2025 08:15 - 01/01/2025 08:30","BZN|DE-LU","46027.12","45463.74"
"01/01/2025 08:30 - 01/01/2025 08:45","BZN|DE-LU","46244.98","46665.16"
"01/01/2025 08:45 - 01/01/2025 09:00","BZN|DE-LU","46647.24","47255.49"
"01/01/2025 09:00 - 01/01/2025 09:15","BZN|DE-LU","47350.81","49064.42"
"01/01/2025 09:15 - 01/01/2025 09:30","BZN|DE-LU","47799.15","50169.06"
"01/01/2025 09:30 - 01/01/2025 09:45","BZN|DE-LU","48307.22","50915.12"
"01/01/2025 09:45 - 01/01/2025 10:00","BZN|DE-LU","49104.50","51330.08"
"01/01/2025 10:00 - 01/01/2025 10:15","BZN|DE-LU","49838.42","52035.25"
"01/01/2025 10:15 - 01/01/2025 10:30","BZN|DE-LU","50394.77","52393.33"
"01/01/2025 10:30 - 01/01/2025 10:45","BZN|DE-LU","50682.46","52390.18"
"01/01/2025 10:45 - 01/01/2025 11:00","BZN|DE-LU","51345.20","52823.68"
"01/01/2025 11:00 - 01/01/2025 11:15","BZN|DE-LU","51941.84","53362.16"
"01/01/2025 11:15 - 01/01/2025 11:30","BZN|DE-LU","52481.40","53994.13"
"01/01/2025 11:30 - 01/01/2025 11:45","BZN|DE-LU","52896.73","54202.66"
"01/01/2025 11:45 - 01/01/2025 12:00","BZN|DE-LU","53029.77","54085.72"
"01/01/2025 12:00 - 01/01/2025 12:15","BZN|DE-LU","53587.95","53916.77"
"01/01/2025 12:15 - 01/01/2025 12:30","BZN|DE-LU","53597.00","53626.05"
"01/01/2025 12:30 - 01/01/2025 12:45","BZN|DE-LU","53642.01","53627.76"
"01/01/2025 12:45 - 01/01/2025 13:00","BZN|DE-LU","53748.90","53389.04"
"01/01/2025 13:00 - 01/01/2025 13:15","BZN|DE-LU","53331.12","53280.77"
"01/01/2025 13:15 - 01/01/2025 13:30","BZN|DE-LU","52326.86","52633.32"
"01/01/2025 13:30 - 01/01/2025 13:45","BZN|DE-LU","52063.63","52276.34"
"01/01/2025 13:45 - 01/01/2025 14:00","BZN|DE-LU","51783.03","51882.87"
"01/01/2025 14:00 - 01/01/2025 14:15","BZN|DE-LU","51544.53","51883.01"
"01/01/2025 14:15 - 01/01/2025 14:30","BZN|DE-LU","51212.07","51464.08"
"01/01/2025 14:30 - 01/01/2025 14:45","BZN|DE-LU","51146.61","51128.00"
"01/01/2025 14:45 - 01/01/2025 15:00","BZN|DE-LU","51156.98","50907.45"
"01/01/2025 15:00 - 01/01/2025 15:15","BZN|DE-LU","52151.92","50674.90"
"01/01/2025 15:15 - 01/01/2025 15:30","BZN|DE-LU","52192.48","50719.54"
"01/01/2025 15:30 - 01/01/2025 15:45","BZN|DE-LU","52282.54","50743.17"
"01/01/2025 15:45 - 01/01/2025 16:00","BZN|DE-LU","52699.94","50883.08"
"01/01/2025 16:00 - 01/01/2025 16:15","BZN|DE-LU","53307.96","51103.56"
"01/01/2025 16:15 - 01/01/2025 16:30","BZN|DE-LU","53774.25","51275.26"
"01/01/2025 16:30 - 01/01/2025 16:45","BZN|DE-LU","54721.25","51521.99"
"01/01/2025 16:45 - 01/01/2025 17:00","BZN|DE-LU","55951.11","52006.70"
"01/01/2025 17:00 - 01/01/2025 17:15","BZN|DE-LU","55625.10","52689.36"
"01/01/2025 17:15 - 01/01/2025 17:30","BZN|DE-LU","56061.30","53179.88"
"01/01/2025 17:30 - 01/01/2025 17:45","BZN|DE-LU","56596.03","53954.60"
"01/01/2025 17:45 - 01/01/2025 18:00","BZN|DE-LU","56951.15","54173.76"
"01/01/2025 18:00 - 01/01/2025 18:15","BZN|DE-LU","57033.78","54724.59"
"01/01/2025 18:15 - 01/01/2025 18:30","BZN|DE-LU","56602.75","54914.94"
"01/01/2025 18:30 - 01/01/2025 18:45","BZN|DE-LU","56392.64","54817.61"
"01/01/2025 18:45 - 01/01/2025 19:00","BZN|DE-LU","55841.28","54637.99"
"01/01/2025 19:00 - 01/01/2025 19:15","BZN|DE-LU","55985.21","54922.96"
"01/01/2025 19:15 - 01/01/2025 19:30","BZN|DE-LU","55403.67","53970.46"
"01/01/2025 19:30 - 01/01/2025 19:45","BZN|DE-LU","55228.42","53613.50"
"01/01/2025 19:45 - 01/01/2025 20:00","BZN|DE-LU","54552.95","53144.27"
"01/01/2025 20:00 - 01/01/2025 20:15","BZN|DE-LU","53754.08","52546.29"
