"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","MTU (CET/CEST) Start","MTU (CET/CEST) End","SummerIndicator","MTU (CET/CEST) End UTC"
"01/01/2017 00:00:00 - 01/01/2017 01:00:00","BZN|DE-AT-LU","Without Sequence",20.96,"01/01/2017 00:00:00","2017-01-01T01:00","CET","2017-01-01T00:00"
"01/01/2017 01:00:00 - 01/01/2017 02:00:00","BZN|DE-AT-LU","Without Sequence",20.9,"01/01/2017 01:00:00","2017-01-01T02:00","CET","2017-01-01T01:00"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|DE-AT-LU","Without Sequence",18.13,"01/01/2017 02:00:00","2017-01-01T03:00","CET","2017-01-01T02:00"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DE-AT-LU","Without Sequence",16.03,"01/01/2017 03:00:00","2017-01-01T04:00","CET","2017-01-01T03:00"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DE-AT-LU","Without Sequence",16.43,"01/01/2017 04:00:00","2017-01-01T05:00","CET","2017-01-01T04:00"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DE-AT-LU","Without Sequence",13.75,"01/01/2017 05:00:00","2017-01-01T06:00","CET","2017-01-01T05:00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DE-AT-LU","Without Sequence",11.1,"01/01/2017 06:00:00","2017-01-01T07:00","CET","2017-01-01T06:00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DE-AT-LU","Without Sequence",15.47,"01/01/2017 07:00:00","2017-01-01T08:00","CET","2017-01-01T07:00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DE-AT-LU","Without Sequence",16.88,"01/01/2017 08:00:00","2017-01-01T09:00","CET","2017-01-01T08:00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DE-AT-LU","Without Sequence",21.81,"01/01/2017 09:00:00","2017-01-01T10:00","CET","2017-01-01T09:00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DE-AT-LU","Without Sequence",26.24,"01/01/2017 10:00:00","2017-01-01T11:00","CET","2017-01-01T10:00"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DE-AT-LU","Without Sequence",26.42,"01/01/2017 11:00:00","2017-01-01T12:00","CET","2017-01-01T11:00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DE-AT-LU","Without Sequence",27.66,"01/01/2017 12:00:00","2017-01-01T13:00","CET","2017-01-01T12:00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DE-AT-LU","Without Sequence",28.7,"01/01/2017 13:00:00","2017-01-01T14:00","CET","2017-01-01T13:00"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DE-AT-LU","Without Sequence",29.66,"01/01/2017 14:00:00","2017-01-01T15:00","CET","2017-01-01T14:00"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DE-AT-LU","Without Sequence",35.33,"01/01/2017 15:00:00","2017-01-01T16:00","CET","2017-01-01T15:00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DE-AT-LU","Without Sequence",44.12,"01/01/2017 16:00:00","2017-01-01T17:00","CET","2017-01-01T16:00"
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|DE-AT-LU","Without Sequence",51.59,"01/01/2017 17:00:00","2017-01-01T18:00","CET","2017-01-01T17:00"
"01/01/2017 18:00:00 - 01/01/2017 19:00:00","BZN|DE-AT-LU","Without Sequence",53.95,"01/01/2017 18:00:00","2017-01-01T19:00","CET","2017-01-01T18:00"
"01/01/2017 19:00:00 - 01/01/2017 20:00:00","BZN|DE-AT-LU","Without Sequence",50.97,"01/01/2017 19:00:00","2017-01-01T20:00","CET","2017-01-01T19:00"
"01/01/2017 20:00:00 - 01/01/2017 21:00:00","BZN|DE-AT-LU","Without Sequence",44.93,"01/01/2017 20:00:00","2017-01-01T21:00","CET","2017-01-01T20:00"
"01/01/2017 21:00:00 - 01/01/2017 22:00:00","BZN|DE-AT-LU","Without Sequence",38.83,"01/01/2017 21:00:00","2017-01-01T22:00","CET","2017-01-01T21:00"
"01/01/2017 22:00:00 - 01/01/2017 23:00:00","BZN|DE-AT-LU","Without Sequence",42.17,"01/01/2017 22:00:00","2017-01-01T23:00","CET","2017-01-01T22:00"
"01/01/2017 23:00:00 - 02/01/2017 00:00:00","BZN|DE-AT-LU","Without Sequence",42.17,"01/01/2017 23:00:00","2017-01-02T00:00","CET","2017-01-01T23:00"
"02/01/2017 00:00:00 - 02/01/2017 01:00:00","BZN|DE-AT-LU","Without Sequence",30.54,"02/01/2017 00:00:00","2017-01-02T01:00","CET","2017-01-02T00:00"
"02/01/2017 01:00:00 - 02/01/2017 02:00:00","BZN|DE-AT-LU","Without Sequence",28.91,"02/01/2017 01:00:00","2017-01-02T02:00","CET","2017-01-02T01:00"
"02/01/2017 02:00:00 - 02/01/2017 03:00:00","BZN|DE-AT-LU","Without Sequence",28.11,"02/01/2017 02:00:00","2017-01-02T03:00","CET","2017-01-02T02:00"
"02/01/2017 03:00:00 - 02/01/2017 04:00:00","BZN|DE-AT-LU","Without Sequence",27.89,"02/01/2017 03:00:00","2017-01-02T04:00","CET","2017-01-02T03:00"
"02/01/2017 04:00:00 - 02/01/2017 05:00:00","BZN|DE-AT-LU","Without Sequence",27.73,"02/01/2017 04:00:00","2017-01-02T05:00","CET","2017-01-02T04:00"
"02/01/2017 05:00:00 - 02/01/2017 06:00:00","BZN|DE-AT-LU","Without Sequence",31.18,"02/01/2017 05:00:00","2017-01-02T06:00","CET","2017-01-02T05:00"
"02/01/2017 06:00:00 - 02/01/2017 07:00:00","BZN|DE-AT-LU","Without Sequence",37.99,"02/01/2017 06:00:00","2017-01-02T07:00","CET","2017-01-02T06:00"
"02/01/2017 07:00:00 - 02/01/2017 08:00:00","BZN|DE-AT-LU","Without Sequence",50.98,"02/01/2017 07:00:00","2017-01-02T08:00","CET","2017-01-02T07:00"
"02/01/2017 08:00:00 - 02/01/2017 09:00:00","BZN|DE-AT-LU","Without Sequence",53.88,"02/01/2017 08:00:00","2017-01-02T09:00","CET","2017-01-02T08:00"
"02/01/2017 09:00:00 - 02/01/2017 10:00:00","BZN|DE-AT-LU","Without Sequence",53.94,"02/01/2017 09:00:00","2017-01-02T10:00","CET","2017-01-02T09:00"
"02/01/2017 10:00:00 - 02/01/2017 11:00:00","BZN|DE-AT-LU","Without Sequence",53.54,"02/01/2017 10:00:00","2017-01-02T11:00","CET","2017-01-02T10:00"
"02/01/2017 11:00:00 - 02/01/2017 12:00:00","BZN|DE-AT-LU","Without Sequence",54.91,"02/01/2017 11:00:00","2017-01-02T12:00","CET","2017-01-02T11:00"
"02/01/2017 12:00:00 - 02/01/2017 13:00:00","BZN|DE-AT-LU","Without Sequence",54.08,"02/01/2017 12:00:00","2017-01-02T13:00","CET","2017-01-02T12:00"
"02/01/2017 13:00:00 - 02/01/2017 14:00:00","BZN|DE-AT-LU","Without Sequence",55.67,"02/01/2017 13:00:00","2017-01-02T14:00","CET","2017-01-02T13:00"
"02/01/2017 14:00:00 - 02/01/2017 15:00:00","BZN|DE-AT-LU","Without Sequence",55.98,"02/01/2017 14:00:00","2017-01-02T15:00","CET","2017-01-02T14:00"
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|DE-AT-LU","Without Sequence",56,"02/01/2017 15:00:00","2017-01-02T16:00","CET","2017-01-02T15:00"
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|DE-AT-LU","Without Sequence",57.77,"02/01/2017 16:00:00","2017-01-02T17:00","CET","2017-01-02T16:00"
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|DE-AT-LU","Without Sequence",67.66,"02/01/2017 17:00:00","2017-01-02T18:00","CET","2017-01-02T17:00"
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|DE-AT-LU","Without Sequence",55.1,"02/01/2017 18:00:00","2017-01-02T19:00","CET","2017-01-02T18:00"
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|DE-AT-LU","Without Sequence",53.92,"02/01/2017 19:00:00","2017-01-02T20:00","CET","2017-01-02T19:00"
"02/01/2017 20:00:00 - 02/01/2017 21:00:00","BZN|DE-AT-LU","Without Sequence",49.07,"02/01/2017 20:00:00","2017-01-02T21:00","CET","2017-01-02T20:00"
"02/01/2017 21:00:00 - 02/01/2017 22:00:00","BZN|DE-AT-LU","Without Sequence",40.25,"02/01/2017 21:00:00","2017-01-02T22:00","CET","2017-01-02T21:00"
"02/01/2017 22:00:00 - 02/01/2017 23:00:00","BZN|DE-AT-LU","Without Sequence",45.92,"02/01/2017 22:00:00","2017-01-02T23:00","CET","2017-01-02T22:00"
"02/01/2017 23:00:00 - 03/01/2017 00:00:00","BZN|DE-AT-LU","Without Sequence",45.92,"02/01/2017 23:00:00","2017-01-03T00:00","CET","2017-01-02T23:00"
"03/01/2017 00:00:00 - 03/01/2017 01:00:00","BZN|DE-AT-LU","Without Sequence",36.02,"03/01/2017 00:00:00","2017-01-03T01:00","CET","2017-01-03T00:00"
"03/01/2017 01:00:00 - 03/01/2017 02:00:00","BZN|DE-AT-LU","Without Sequence",34.98,"03/01/2017 01:00:00","2017-01-03T02:00","CET","2017-01-03T01:00"
"03/01/2017 02:00:00 - 03/01/2017 03:00:00","BZN|DE-AT-LU","Without Sequence",33.64,"03/01/2017 02:00:00","2017-01-03T03:00","CET","2017-01-03T02:00"
"03/01/2017 03:00:00 - 03/01/2017 04:00:00","BZN|DE-AT-LU","Without Sequence",33.89,"03/01/2017 03:00:00","2017-01-03T04:00","CET","2017-01-03T03:00"
"03/01/2017 04:00:00 - 03/01/2017 05:00:00","BZN|DE-AT-LU","Without Sequence",33.5,"03/01/2017 04:00:00","2017-01-03T05:00","CET","2017-01-03T04:00"
"03/01/2017 05:00:00 - 03/01/2017 06:00:00","BZN|DE-AT-LU","Without Sequence",33.91,"03/01/2017 05:00:00","2017-01-03T06:00","CET","2017-01-03T05:00"
"03/01/2017 06:00:00 - 03/01/2017 07:00:00","BZN|DE-AT-LU","Without Sequence",48.13,"03/01/2017 06:00:00","2017-01-03T07:00","CET","2017-01-03T06:00"
"03/01/2017 07:00:00 - 03/01/2017 08:00:00","BZN|DE-AT-LU","Without Sequence",54.61,"03/01/2017 07:00:00","2017-01-03T08:00","CET","2017-01-03T07:00"
"03/01/2017 08:00:00 - 03/01/2017 09:00:00","BZN|DE-AT-LU","Without Sequence",57.93,"03/01/2017 08:00:00","2017-01-03T09:00","CET","2017-01-03T08:00"
"03/01/2017 09:00:00 - 03/01/2017 10:00:00","BZN|DE-AT-LU","Without Sequence",57.18,"03/01/2017 09:00:00","2017-01-03T10:00","CET","2017-01-03T09:00"
"03/01/2017 10:00:00 - 03/01/2017 11:00:00","BZN|DE-AT-LU","Without Sequence",52.27,"03/01/2017 10:00:00","2017-01-03T11:00","CET","2017-01-03T10:00"
"03/01/2017 11:00:00 - 03/01/2017 12:00:00","BZN|DE-AT-LU","Without Sequence",49.94,"03/01/2017 11:00:00","2017-01-03T12:00","CET","2017-01-03T11:00"
"03/01/2017 12:00:00 - 03/01/2017 13:00:00","BZN|DE-AT-LU","Without Sequence",46.3,"03/01/2017 12:00:00","2017-01-03T13:00","CET","2017-01-03T12:00"
"03/01/2017 13:00:00 - 03/01/2017 14:00:00","BZN|DE-AT-LU","Without Sequence",41.51,"03/01/2017 13:00:00","2017-01-03T14:00","CET","2017-01-03T13:00"
"03/01/2017 14:00:00 - 03/01/2017 15:00:00","BZN|DE-AT-LU","Without Sequence",37.08,"03/01/2017 14:00:00","2017-01-03T15:00","CET","2017-01-03T14:00"
"03/01/2017 15:00:00 - 03/01/2017 16:00:00","BZN|DE-AT-LU","Without Sequence",37.03,"03/01/2017 15:00:00","2017-01-03T16:00","CET","2017-01-03T15:00"
"03/01/2017 16:00:00 - 03/01/2017 17:00:00","BZN|DE-AT-LU","Without Sequence",39.08,"03/01/2017 16:00:00","2017-01-03T17:00","CET","2017-01-03T16:00"
