"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","MTU (CET/CEST) Start","MTU (CET/CEST) End","SummerIndicator","MTU (CET/CEST) End UTC"
"01/01/2018 00:00:00 - 01/01/2018 01:00:00","BZN|DE-AT-LU","Without Sequence",-5.27,"01/01/2018 00:00:00","2018-01-01T01:00","CET","2018-01-01T00:00"
"01/01/2018 01:00:00 - 01/01/2018 02:00:00","BZN|DE-AT-LU","Without Sequence",-29.99,"01/01/2018 01:00:00","2018-01-01T02:00","CET","2018-01-01T01:00"
"01/01/2018 02:00:00 - 01/01/2018 03:00:00","BZN|DE-AT-LU","Without Sequence",-56.65,"01/01/2018 02:00:00","2018-01-01T03:00","CET","2018-01-01T02:00"
"01/01/2018 03:00:00 - 01/01/2018 04:00:00","BZN|DE-AT-LU","Without Sequence",-63.14,"01/01/2018 03:00:00","2018-01-01T04:00","CET","2018-01-01T03:00"
"01/01/2018 04:00:00 - 01/01/2018 05:00:00","BZN|DE-AT-LU","Without Sequence",-64.62,"01/01/2018 04:00:00","2018-01-01T05:00","CET","2018-01-01T04:00"
"01/01/2018 05:00:00 - 01/01/2018 06:00:00","BZN|DE-AT-LU","Without Sequence",-67,"01/01/2018 05:00:00","2018-01-01T06:00","CET","2018-01-01T05:00"
"01/01/2018 06:00:00 - 01/01/2018 07:00:00","BZN|DE-AT-LU","Without Sequence",-72.54,"01/01/2018 06:00:00","2018-01-01T07:00","CET","2018-01-01T06:00"
"01/01/2018 07:00:00 - 01/01/2018 08:00:00","BZN|DE-AT-LU","Without Sequence",-76.01,"01/01/2018 07:00:00","2018-01-01T08:00","CET","2018-01-01T07:00"
"01/01/2018 08:00:00 - 01/01/2018 09:00:00","BZN|DE-AT-LU","Without Sequence",-71.45,"01/01/2018 08:00:00","2018-01-01T09:00","CET","2018-01-01T08:00"
"01/01/2018 09:00:00 - 01/01/2018 10:00:00","BZN|DE-AT-LU","Without Sequence",-66.88,"01/01/2018 09:00:00","2018-01-01T10:00","CET","2018-01-01T09:00"
"01/01/2018 10:00:00 - 01/01/2018 11:00:00","BZN|DE-AT-LU","Without Sequence",-62,"01/01/2018 10:00:00","2018-01-01T11:00","CET","2018-01-01T10:00"
