Start date;End date;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Dec 6, 2025 2:30 AM;Dec 6, 2025 2:45 AM;1,032.11;311.97;1,557.43;4,225.18;0.00;23.81;-;1,169.94;557.84;1,334.78;0.75;505.13
Dec 6, 2025 2:45 AM;Dec 6, 2025 3:00 AM;1,037.16;317.40;1,577.79;4,362.40;0.00;23.81;-;1,140.62;534.41;1,336.44;0.73;517.51
Dec 6, 2025 3:00 AM;Dec 6, 2025 3:15 AM;1,036.53;321.09;1,576.76;4,520.55;0.00;23.81;-;1,099.72;511.77;1,367.02;0.75;521.49
Dec 6, 2025 3:15 AM;Dec 6, 2025 3:30 AM;1,037.32;325.48;1,576.14;4,675.05;0.00;23.81;-;1,099.74;516.14;1,386.49;0.99;521.44
Dec 6, 2025 3:30 AM;Dec 6, 2025 3:45 AM;1,037.53;328.39;1,582.20;4,849.16;0.00;23.81;-;1,097.78;515.52;1,384.93;1.02;528.06
Dec 6, 2025 3:45 AM;Dec 6, 2025 4:00 AM;1,037.82;318.77;1,547.14;4,983.90;0.00;23.81;-;1,091.42;524.28;1,368.15;0.93;524.97
Dec 6, 2025 4:00 AM;Dec 6, 2025 4:15 AM;1,036.00;322.86;1,588.52;5,135.12;0.00;23.81;-;1,052.85;529.19;1,356.68;0.91;524.80
Dec 6, 2025 4:15 AM;Dec 6, 2025 4:30 AM;1,035.62;330.59;1,593.12;5,264.29;0.00;23.81;-;1,059.64;537.77;1,369.89;0.90;517.85
Dec 6, 2025 4:30 AM;Dec 6, 2025 4:45 AM;1,037.39;325.23;1,563.21;5,387.58;0.00;23.81;-;1,043.19;560.07;1,372.03;0.90;521.11
Dec 6, 2025 4:45 AM;Dec 6, 2025 5:00 AM;1,039.54;328.84;1,545.61;5,492.14;0.00;23.81;-;1,053.04;596.14;1,377.94;0.90;521.40
Dec 6, 2025 5:00 AM;Dec 6, 2025 5:15 AM;1,043.99;317.95;1,602.72;5,641.50;0.00;23.81;-;1,057.68;616.80;1,413.46;0.90;527.75
Dec 6, 2025 5:15 AM;Dec 6, 2025 5:30 AM;1,050.74;330.66;1,610.86;5,827.25;0.00;23.81;-;1,060.64;615.94;1,415.68;0.91;527.84
Dec 6, 2025 5:30 AM;Dec 6, 2025 5:45 AM;1,053.92;337.73;1,612.90;5,971.09;0.00;23.81;-;1,061.27;616.59;1,416.46;0.92;532.45
Dec 6, 2025 5:45 AM;Dec 6, 2025 6:00 AM;1,059.71;329.02;1,613.69;6,058.67;0.00;23.81;-;1,076.80;621.96;1,411.27;0.90;530.20
Dec 6, 2025 6:00 AM;Dec 6, 2025 6:15 AM;1,077.17;324.93;1,579.01;6,274.99;0.00;23.81;-;1,129.13;626.39;1,425.47;0.88;524.73
Dec 6, 2025 6:15 AM;Dec 6, 2025 6:30 AM;1,088.15;342.04;1,616.95;6,358.72;0.00;23.81;-;1,151.38;617.15;1,429.21;1.04;529.35
Dec 6, 2025 6:30 AM;Dec 6, 2025 6:45 AM;1,095.53;316.87;1,628.79;6,473.21;0.00;23.81;-;1,147.78;613.71;1,436.91;0.99;519.37
Dec 6, 2025 6:45 AM;Dec 6, 2025 7:00 AM;1,099.61;341.14;1,627.29;6,588.84;0.00;23.81;-;1,159.57;622.67;1,452.02;0.88;519.80
Dec 6, 2025 7:00 AM;Dec 6, 2025 7:15 AM;1,118.15;321.64;1,569.31;6,646.84;0.00;23.81;-;1,190.12;648.52;1,462.18;1.36;525.44
Dec 6, 2025 7:15 AM;Dec 6, 2025 7:30 AM;1,131.54;343.25;1,574.92;6,637.62;0.00;23.81;-;1,182.26;643.56;1,467.55;0.99;529.86
Dec 6, 2025 7:30 AM;Dec 6, 2025 7:45 AM;1,141.11;336.34;1,576.35;6,640.95;0.04;23.81;-;1,183.64;637.28;1,471.65;1.01;532.53
Dec 6, 2025 7:45 AM;Dec 6, 2025 8:00 AM;1,142.00;338.62;1,582.40;6,692.64;1.42;23.81;-;1,211.05;641.70;1,463.57;1.17;523.51
Dec 6, 2025 8:00 AM;Dec 6, 2025 8:15 AM;1,145.71;336.58;1,619.97;6,713.70;14.03;23.81;-;1,306.36;653.36;1,455.30;1.22;526.26
Dec 6, 2025 8:15 AM;Dec 6, 2025 8:30 AM;1,152.61;350.83;1,621.90;6,689.61;79.94;23.81;-;1,353.72;651.17;1,457.43;1.24;530.62
Dec 6, 2025 8:30 AM;Dec 6, 2025 8:45 AM;1,152.32;339.56;1,629.86;6,609.48;179.05;23.81;-;1,382.94;649.85;1,462.49;9.16;524.57
Dec 6, 2025 8:45 AM;Dec 6, 2025 9:00 AM;1,156.02;315.97;1,630.44;6,612.01;311.40;23.81;-;1,472.51;644.19;1,463.33;24.60;527.60
Dec 6, 2025 9:00 AM;Dec 6, 2025 9:15 AM;1,154.28;325.28;1,627.52;6,575.66;455.97;23.81;-;1,627.46;630.33;1,468.07;45.18;516.32
Dec 6, 2025 9:15 AM;Dec 6, 2025 9:30 AM;1,151.02;329.78;1,654.38;6,506.51;621.62;23.81;-;1,697.63;613.45;1,486.84;122.76;521.75
Dec 6, 2025 9:30 AM;Dec 6, 2025 9:45 AM;1,146.65;324.37;1,651.46;6,474.63;770.16;23.81;-;1,696.20;600.46;1,490.62;38.43;523.00
Dec 6, 2025 9:45 AM;Dec 6, 2025 10:00 AM;1,145.36;316.91;1,672.85;6,382.83;931.75;23.81;-;1,706.59;595.50;1,490.03;19.83;527.07
Dec 6, 2025 10:00 AM;Dec 6, 2025 10:15 AM;1,133.30;326.25;1,677.50;6,252.90;1,085.21;23.81;-;1,769.49;594.12;1,487.84;33.48;531.79
Dec 6, 2025 10:15 AM;Dec 6, 2025 10:30 AM;1,129.42;318.93;1,674.93;6,154.52;1,218.87;23.81;-;1,780.02;591.14;1,494.77;26.26;532.54
Dec 6, 2025 10:30 AM;Dec 6, 2025 10:45 AM;1,126.99;334.83;1,661.61;6,063.65;1,328.64;23.81;-;1,804.80;591.73;1,496.54;21.60;531.15
Dec 6, 2025 10:45 AM;Dec 6, 2025 11:00 AM;1,125.93;333.48;1,655.75;5,968.08;1,434.48;23.81;-;1,825.95;604.57;1,496.27;24.21;525.20
Dec 6, 2025 11:00 AM;Dec 6, 2025 11:15 AM;1,111.75;338.22;1,622.44;5,885.10;1,535.77;23.81;-;1,776.00;612.38;1,507.27;23.91;521.23
Dec 6, 2025 11:15 AM;Dec 6, 2025 11:30 AM;1,111.76;333.03;1,623.06;5,772.75;1,645.19;23.81;-;1,810.84;598.87;1,500.61;20.91;519.74
Dec 6, 2025 11:30 AM;Dec 6, 2025 11:45 AM;1,108.01;329.26;1,634.96;5,699.13;1,729.08;23.81;-;1,833.83;591.37;1,492.23;10.52;518.01
Dec 6, 2025 11:45 AM;Dec 6, 2025 12:00 PM;1,108.80;322.01;1,615.28;5,630.38;1,773.49;23.81;-;1,865.68;583.63;1,490.86;9.18;510.80
Dec 6, 2025 12:00 PM;Dec 6, 2025 12:15 PM;1,093.46;309.81;1,569.57;5,599.77;1,780.31;23.81;-;1,932.85;560.86;1,486.29;54.31;501.09
Dec 6, 2025 12:15 PM;Dec 6, 2025 12:30 PM;1,088.80;309.48;1,557.05;5,565.74;1,776.82;23.81;-;1,982.86;545.34;1,491.88;58.85;505.31
Dec 6, 2025 12:30 PM;Dec 6, 2025 12:45 PM;1,089.47;305.65;1,557.70;5,589.60;1,737.73;23.81;-;1,998.70;546.11;1,492.14;46.33;500.63
Dec 6, 2025 12:45 PM;Dec 6, 2025 1:00 PM;1,090.93;305.19;1,566.15;5,515.96;1,664.52;23.81;-;2,002.70;543.12;1,482.88;31.77;506.44
Dec 6, 2025 1:00 PM;Dec 6, 2025 1:15 PM;1,087.02;304.73;1,582.84;5,456.85;1,567.65;23.81;-;1,954.92;565.41;1,469.20;11.73;512.69
Dec 6, 2025 1:15 PM;Dec 6, 2025 1:30 PM;1,087.07;304.42;1,592.69;5,391.17;1,451.84;23.81;-;1,973.96;591.60;1,474.26;10.80;519.69
Dec 6, 2025 1:30 PM;Dec 6, 2025 1:45 PM;1,087.63;306.85;1,589.05;5,327.51;1,320.00;23.81;-;2,007.66;586.14;1,469.60;8.04;519.19
Dec 6, 2025 1:45 PM;Dec 6, 2025 2:00 PM;1,088.23;303.14;1,559.29;5,260.17;1,201.31;23.81;-;2,038.06;588.38;1,469.89;7.49;513.80
Dec 6, 2025 2:00 PM;Dec 6, 2025 2:15 PM;1,091.91;300.97;1,572.09;5,213.85;1,062.02;23.81;-;2,040.74;587.47;1,480.67;21.13;515.65
Dec 6, 2025 2:15 PM;Dec 6, 2025 2:30 PM;1,095.52;298.64;1,580.92;5,172.14;904.94;23.81;-;2,059.93;590.74;1,489.70;44.84;513.55
Dec 6, 2025 2:30 PM;Dec 6, 2025 2:45 PM;1,099.04;304.35;1,562.59;5,194.32;745.41;23.81;-;2,073.48;624.92;1,492.36;67.89;509.79
Dec 6, 2025 2:45 PM;Dec 6, 2025 3:00 PM;1,105.41;297.24;1,553.99;5,251.88;577.26;23.81;-;2,073.78;672.45;1,496.87;161.30;504.61
Dec 6, 2025 3:00 PM;Dec 6, 2025 3:15 PM;1,114.41;292.69;1,541.38;5,310.03;412.04;23.81;-;2,081.48;707.41;1,519.32;31.98;503.07
Dec 6, 2025 3:15 PM;Dec 6, 2025 3:30 PM;1,119.44;292.12;1,552.24;5,364.45;270.14;23.81;-;2,094.01;716.91;1,517.56;88.01;500.75
Dec 6, 2025 3:30 PM;Dec 6, 2025 3:45 PM;1,122.48;289.17;1,548.68;5,417.90;151.28;23.81;-;2,095.67;718.68;1,519.40;73.82;503.55
Dec 6, 2025 3:45 PM;Dec 6, 2025 4:00 PM;1,127.16;289.08;1,557.17;5,481.16;63.54;23.81;-;2,092.20;720.70;1,517.42;131.82;507.54
Dec 6, 2025 4:00 PM;Dec 6, 2025 4:15 PM;1,145.34;291.62;1,572.17;5,559.47;18.72;23.81;-;2,107.40;720.58;1,524.76;242.12;514.54
Dec 6, 2025 4:15 PM;Dec 6, 2025 4:30 PM;1,150.99;292.31;1,603.21;5,665.09;3.98;23.81;-;2,129.77;721.10;1,523.77;298.05;514.30
Dec 6, 2025 4:30 PM;Dec 6, 2025 4:45 PM;1,155.11;291.12;1,642.90;5,702.34;0.16;23.81;-;2,140.41;721.03;1,520.54;377.34;508.59
Dec 6, 2025 4:45 PM;Dec 6, 2025 5:00 PM;1,158.71;290.52;1,660.56;5,742.91;0.00;23.81;-;2,149.89;733.53;1,518.68;430.33;506.96
Dec 6, 2025 5:00 PM;Dec 6, 2025 5:15 PM;1,166.18;289.49;1,670.84;5,841.04;0.00;23.81;-;2,155.05;742.61;1,529.08;511.30;505.91
Dec 6, 2025 5:15 PM;Dec 6, 2025 5:30 PM;1,170.67;289.48;1,680.80;5,943.76;0.00;23.81;-;2,160.92;746.65;1,532.75;512.29;505.40
Dec 6, 2025 5:30 PM;Dec 6, 2025 5:45 PM;1,172.97;287.81;1,691.37;5,974.35;0.00;23.81;-;2,155.00;736.53;1,530.25;499.02;507.94
Dec 6, 2025 5:45 PM;Dec 6, 2025 6:00 PM;1,172.11;290.47;1,704.39;5,990.81;0.00;23.81;-;2,125.55;697.59;1,530.10;486.30;505.28
Dec 6, 2025 6:00 PM;Dec 6, 2025 6:15 PM;1,176.16;287.53;1,712.46;6,064.06;0.00;23.81;-;2,081.17;675.07;1,505.87;363.72;505.86
Dec 6, 2025 6:15 PM;Dec 6, 2025 6:30 PM;1,176.62;284.44;1,758.61;6,107.31;0.00;23.81;-;2,055.29;663.73;1,497.60;294.60;503.40
Dec 6, 2025 6:30 PM;Dec 6, 2025 6:45 PM;1,172.01;284.56;1,760.75;6,137.38;0.00;23.81;-;2,036.47;657.32;1,487.06;191.20;504.80
Dec 6, 2025 6:45 PM;Dec 6, 2025 7:00 PM;1,171.31;289.07;1,757.20;6,165.84;0.00;23.81;-;2,015.39;652.33;1,480.87;160.11;511.52
Dec 6, 2025 7:00 PM;Dec 6, 2025 7:15 PM;1,170.13;286.86;1,760.09;6,191.48;0.00;23.81;-;1,987.15;614.26;1,469.81;196.69;527.14
Dec 6, 2025 7:15 PM;Dec 6, 2025 7:30 PM;1,167.03;284.77;1,743.62;6,169.77;0.00;23.81;-;1,977.86;591.15;1,481.39;178.83;534.26
Dec 6, 2025 7:30 PM;Dec 6, 2025 7:45 PM;1,162.27;282.74;1,747.35;6,167.88;0.00;23.81;-;1,863.50;588.21;1,481.32;149.59;537.12
Dec 6, 2025 7:45 PM;Dec 6, 2025 8:00 PM;1,160.17;283.32;1,743.89;6,189.71;0.00;23.81;-;1,802.71;587.60;1,483.43;28.86;540.40
Dec 6, 2025 8:00 PM;Dec 6, 2025 8:15 PM;1,138.99;283.90;1,703.67;6,232.64;0.00;23.81;-;1,679.77;581.52;1,397.17;155.35;540.70
Dec 6, 2025 8:15 PM;Dec 6, 2025 8:30 PM;1,128.79;282.14;1,678.02;6,248.79;0.00;23.81;-;1,566.39;581.44;1,403.66;147.06;537.82
Dec 6, 2025 8:30 PM;Dec 6, 2025 8:45 PM;1,125.90;281.35;1,662.25;6,236.97;0.00;23.81;-;1,498.07;579.82;1,389.14;18.10;539.01
Dec 6, 2025 8:45 PM;Dec 6, 2025 9:00 PM;1,123.09;277.60;1,633.87;6,280.12;0.00;23.81;-;1,463.06;555.76;1,385.73;11.17;538.44
Dec 6, 2025 9:00 PM;Dec 6, 2025 9:15 PM;1,113.25;275.14;1,595.40;6,303.79;0.00;23.81;-;1,456.66;529.30;1,319.90;17.91;537.77
Dec 6, 2025 9:15 PM;Dec 6, 2025 9:30 PM;1,112.39;278.16;1,556.68;6,272.36;0.00;23.81;-;1,454.99;527.46;1,315.29;14.61;535.19
Dec 6, 2025 9:30 PM;Dec 6, 2025 9:45 PM;1,103.67;273.88;1,541.93;6,288.67;0.00;23.81;-;1,448.32;481.12;1,318.13;29.48;530.35
Dec 6, 2025 9:45 PM;Dec 6, 2025 10:00 PM;1,100.09;274.95;1,537.02;6,327.34;0.00;23.81;-;1,407.84;468.42;1,317.01;11.14;526.08
Dec 6, 2025 10:00 PM;Dec 6, 2025 10:15 PM;1,086.12;273.11;1,534.89;6,177.25;0.00;23.81;-;1,326.27;446.64;1,297.42;35.51;522.67
Dec 6, 2025 10:15 PM;Dec 6, 2025 10:30 PM;1,081.18;271.77;1,513.70;6,169.11;0.00;23.81;-;1,319.94;442.54;1,285.42;33.66;515.89
Dec 6, 2025 10:30 PM;Dec 6, 2025 10:45 PM;1,079.99;272.28;1,486.64;6,156.06;0.00;23.81;-;1,285.27;442.78;1,277.67;11.36;512.04
Dec 6, 2025 10:45 PM;Dec 6, 2025 11:00 PM;1,079.05;272.43;1,521.84;6,129.52;0.00;23.81;-;1,220.51;438.07;1,275.34;1.85;517.33
Dec 6, 2025 11:00 PM;Dec 6, 2025 11:15 PM;1,068.51;274.21;1,480.05;6,118.95;0.00;23.81;-;1,154.49;347.77;1,284.51;25.73;521.95
Dec 6, 2025 11:15 PM;Dec 6, 2025 11:30 PM;1,064.55;273.41;1,396.47;6,174.74;0.00;23.81;-;1,141.68;348.91;1,282.80;18.21;512.15
Dec 6, 2025 11:30 PM;Dec 6, 2025 11:45 PM;1,061.81;276.58;1,359.95;6,171.75;0.00;23.81;-;1,119.38;351.15;1,283.94;3.95;517.39
Dec 6, 2025 11:45 PM;Dec 7, 2025 12:00 AM;1,059.54;276.08;1,311.10;6,153.91;0.00;23.81;-;1,127.59;352.37;1,273.59;0.86;519.97
Dec 7, 2025 12:00 AM;Dec 7, 2025 12:15 AM;1,053.99;271.48;1,262.88;6,129.25;0.00;23.81;-;1,125.40;343.72;1,210.51;2.75;497.93
Dec 7, 2025 12:15 AM;Dec 7, 2025 12:30 AM;1,051.97;271.32;1,194.12;6,160.75;0.00;23.81;-;1,118.60;345.12;1,198.96;0.90;505.51
Dec 7, 2025 12:30 AM;Dec 7, 2025 12:45 AM;1,050.48;272.08;1,176.29;6,155.37;0.00;23.81;-;1,124.60;345.10;1,187.74;0.83;502.77
Dec 7, 2025 12:45 AM;Dec 7, 2025 1:00 AM;1,050.65;271.71;1,140.95;6,167.00;0.00;23.81;-;1,102.54;344.26;1,180.84;0.78;508.32
Dec 7, 2025 1:00 AM;Dec 7, 2025 1:15 AM;1,045.49;272.02;1,111.94;6,168.68;0.00;23.81;-;1,076.74;346.36;1,162.75;0.77;512.70
Dec 7, 2025 1:15 AM;Dec 7, 2025 1:30 AM;1,043.44;271.82;1,092.25;6,140.62;0.00;23.81;-;1,077.37;343.18;1,154.65;0.78;506.43
Dec 7, 2025 1:30 AM;Dec 7, 2025 1:45 AM;1,043.70;273.58;1,075.97;6,172.95;0.00;23.81;-;1,075.72;341.51;1,149.80;0.78;501.47
Dec 7, 2025 1:45 AM;Dec 7, 2025 2:00 AM;1,044.48;274.06;1,038.23;6,186.96;0.00;23.81;-;1,084.66;340.65;1,136.64;1.52;509.70
Dec 7, 2025 2:00 AM;Dec 7, 2025 2:15 AM;1,040.80;295.67;1,021.49;6,160.11;0.00;23.81;-;1,075.76;340.08;1,158.24;1.01;507.71
Dec 7, 2025 2:15 AM;Dec 7, 2025 2:30 AM;1,040.81;286.93;1,014.60;6,094.46;0.00;23.81;-;1,080.78;340.29;1,156.31;1.14;512.44
Dec 7, 2025 2:30 AM;Dec 7, 2025 2:45 AM;1,039.68;275.30;979.34;6,051.72;0.00;23.81;-;1,078.00;338.09;1,152.75;1.00;506.46
Dec 7, 2025 2:45 AM;Dec 7, 2025 3:00 AM;1,038.71;273.97;953.89;6,038.06;0.00;23.81;-;1,077.34;337.74;1,155.85;0.84;502.82
Dec 7, 2025 3:00 AM;Dec 7, 2025 3:15 AM;1,034.70;272.33;956.05;6,001.54;0.00;23.81;-;1,097.25;338.89;1,161.22;0.72;503.75
Dec 7, 2025 3:15 AM;Dec 7, 2025 3:30 AM;1,034.72;271.39;952.78;6,011.39;0.00;23.81;-;1,103.55;339.52;1,161.71;0.70;506.89
Dec 7, 2025 3:30 AM;Dec 7, 2025 3:45 AM;1,033.17;269.85;892.34;5,972.75;0.00;23.81;-;1,104.47;340.13;1,160.44;0.71;511.73
Dec 7, 2025 3:45 AM;Dec 7, 2025 4:00 AM;1,028.52;270.56;831.04;5,908.42;0.00;23.81;-;1,112.74;341.03;1,161.56;0.70;510.29
Dec 7, 2025 4:00 AM;Dec 7, 2025 4:15 AM;1,030.05;287.12;800.22;5,796.67;0.00;23.81;-;1,097.04;344.20;1,165.66;5.76;513.49
Dec 7, 2025 4:15 AM;Dec 7, 2025 4:30 AM;1,034.16;272.11;790.86;5,735.99;0.00;23.81;-;1,093.08;345.81;1,169.41;0.85;510.11
Dec 7, 2025 4:30 AM;Dec 7, 2025 4:45 AM;1,035.56;269.21;775.63;5,691.58;0.00;23.81;-;1,109.80;348.18;1,177.29;0.87;512.93
Dec 7, 2025 4:45 AM;Dec 7, 2025 5:00 AM;1,036.02;282.95;778.20;5,616.30;0.00;23.81;-;1,118.46;348.91;1,191.71;11.17;517.66
Dec 7, 2025 5:00 AM;Dec 7, 2025 5:15 AM;1,044.44;274.19;818.32;5,573.50;0.00;23.81;-;1,216.33;353.54;1,215.22;1.35;518.59
Dec 7, 2025 5:15 AM;Dec 7, 2025 5:30 AM;1,045.40;270.60;811.14;5,486.10;0.00;23.81;-;1,260.60;356.22;1,216.85;1.17;514.24
Dec 7, 2025 5:30 AM;Dec 7, 2025 5:45 AM;1,047.50;270.14;847.99;5,397.20;0.00;23.81;-;1,257.89;355.96;1,219.10;1.01;516.85
Dec 7, 2025 5:45 AM;Dec 7, 2025 6:00 AM;1,050.71;269.14;824.10;5,302.17;0.00;23.81;-;1,228.92;355.26;1,232.56;0.85;512.63
Dec 7, 2025 6:00 AM;Dec 7, 2025 6:15 AM;1,062.55;273.73;832.20;5,307.45;0.00;23.81;-;1,164.85;354.48;1,260.97;0.78;509.91
Dec 7, 2025 6:15 AM;Dec 7, 2025 6:30 AM;1,066.19;288.39;859.75;5,255.19;0.00;23.81;-;1,188.11;358.41;1,264.48;0.76;491.88
Dec 7, 2025 6:30 AM;Dec 7, 2025 6:45 AM;1,071.59;281.64;812.14;5,182.41;0.00;23.81;-;1,194.86;362.29;1,262.12;1.43;496.08
Dec 7, 2025 6:45 AM;Dec 7, 2025 7:00 AM;1,076.94;286.80;755.41;5,116.21;0.00;23.81;-;1,221.21;360.84;1,267.32;4.73;493.82
Dec 7, 2025 7:00 AM;Dec 7, 2025 7:15 AM;1,092.26;284.92;747.09;4,998.25;0.00;23.81;-;1,328.17;364.04;1,281.08;10.18;496.85
Dec 7, 2025 7:15 AM;Dec 7, 2025 7:30 AM;1,100.70;275.73;749.13;4,930.07;0.00;23.81;-;1,380.82;362.93;1,281.05;1.25;487.05
Dec 7, 2025 7:30 AM;Dec 7, 2025 7:45 AM;1,105.05;275.76;786.42;4,869.87;0.03;23.81;-;1,418.47;378.20;1,283.82;1.68;486.50
Dec 7, 2025 7:45 AM;Dec 7, 2025 8:00 AM;1,111.59;279.04;814.84;4,813.36;1.03;23.81;-;1,569.40;402.86;1,286.63;19.21;484.50
Dec 7, 2025 8:00 AM;Dec 7, 2025 8:15 AM;1,125.00;279.09;835.36;4,753.40;10.69;23.81;-;1,742.05;404.70;1,348.76;64.33;487.95
Dec 7, 2025 8:15 AM;Dec 7, 2025 8:30 AM;1,131.75;290.50;858.29;4,690.92;55.98;23.81;-;1,836.95;404.10;1,385.75;91.99;485.35
Dec 7, 2025 8:30 AM;Dec 7, 2025 8:45 AM;1,130.43;277.37;876.32;4,626.08;141.88;23.81;-;1,867.97;404.56;1,390.51;78.09;482.19
Dec 7, 2025 8:45 AM;Dec 7, 2025 9:00 AM;1,132.44;275.80;889.24;4,545.10;258.58;23.81;-;1,935.43;434.19;1,391.82;52.76;489.29
Dec 7, 2025 9:00 AM;Dec 7, 2025 9:15 AM;1,134.01;279.36;920.74;4,472.97;388.97;23.81;-;2,004.51;475.10;1,420.87;329.42;495.27
Dec 7, 2025 9:15 AM;Dec 7, 2025 9:30 AM;1,127.61;276.39;1,000.04;4,366.14;537.09;23.81;-;2,032.98;493.12;1,498.16;99.87;495.93
Dec 7, 2025 9:30 AM;Dec 7, 2025 9:45 AM;1,124.37;277.92;1,023.70;4,267.97;700.23;23.81;-;1,785.68;508.90;1,546.40;70.29;498.42
Dec 7, 2025 9:45 AM;Dec 7, 2025 10:00 AM;1,122.73;286.41;1,032.86;4,134.89;865.39;23.81;-;1,789.90;517.17;1,582.47;35.63;497.86
Dec 7, 2025 10:00 AM;Dec 7, 2025 10:15 AM;1,112.51;302.46;1,003.52;3,962.13;1,024.70;23.81;-;1,816.00;518.72;1,612.94;131.92;501.18
Dec 7, 2025 10:15 AM;Dec 7, 2025 10:30 AM;1,110.11;297.21;990.51;3,817.38;1,182.02;23.81;-;1,812.09;522.10;1,636.83;113.10;501.14
Dec 7, 2025 10:30 AM;Dec 7, 2025 10:45 AM;1,107.15;299.11;998.25;3,716.53;1,352.08;23.81;-;1,804.21;521.41;1,648.04;326.91;500.94
Dec 7, 2025 10:45 AM;Dec 7, 2025 11:00 AM;1,107.24;293.90;1,011.53;3,672.73;1,484.08;23.81;-;1,811.76;522.63;1,657.03;370.49;511.14
Dec 7, 2025 11:00 AM;Dec 7, 2025 11:15 AM;1,097.80;286.65;1,027.56;3,626.13;1,567.78;23.81;-;1,843.77;518.31;1,712.31;291.61;509.06
Dec 7, 2025 11:15 AM;Dec 7, 2025 11:30 AM;1,098.48;299.09;1,042.04;3,542.43;1,624.35;23.81;-;1,881.46;518.21;1,733.24;233.23;508.70
Dec 7, 2025 11:30 AM;Dec 7, 2025 11:45 AM;1,097.11;285.31;1,053.59;3,478.84;1,657.91;23.81;-;1,875.99;518.85;1,741.42;256.53;505.56
Dec 7, 2025 11:45 AM;Dec 7, 2025 12:00 PM;1,098.19;289.48;1,025.75;3,369.62;1,673.36;23.81;-;1,880.05;520.80;1,750.38;238.24;502.65
Dec 7, 2025 12:00 PM;Dec 7, 2025 12:15 PM;1,087.43;294.46;991.83;3,232.17;1,691.19;23.81;-;1,876.48;500.84;1,769.68;243.70;497.88
Dec 7, 2025 12:15 PM;Dec 7, 2025 12:30 PM;1,084.19;284.20;959.00;3,172.77;1,682.05;23.81;-;1,895.27;497.41;1,756.83;388.33;503.24
Dec 7, 2025 12:30 PM;Dec 7, 2025 12:45 PM;1,082.67;274.36;976.00;3,128.01;1,644.10;23.81;-;1,946.41;503.20;1,753.67;371.08;480.96
Dec 7, 2025 12:45 PM;Dec 7, 2025 1:00 PM;1,085.17;271.34;986.57;3,065.08;1,575.80;23.81;-;1,969.17;501.51;1,755.08;442.98;479.81
Dec 7, 2025 1:00 PM;Dec 7, 2025 1:15 PM;1,083.51;279.93;914.20;2,961.88;1,492.73;23.81;-;1,992.59;513.23;1,775.16;435.36;484.77
Dec 7, 2025 1:15 PM;Dec 7, 2025 1:30 PM;1,082.72;277.79;868.56;2,826.39;1,393.60;23.81;-;2,013.17;511.54;1,777.48;478.79;484.68
Dec 7, 2025 1:30 PM;Dec 7, 2025 1:45 PM;1,081.00;276.49;880.31;2,726.53;1,276.81;23.81;-;2,030.89;510.79;1,771.56;563.35;489.53
Dec 7, 2025 1:45 PM;Dec 7, 2025 2:00 PM;1,082.02;281.32;931.23;2,668.81;1,139.67;23.81;-;2,033.10;508.30;1,775.05;738.81;487.14
Dec 7, 2025 2:00 PM;Dec 7, 2025 2:15 PM;1,083.85;274.02;998.17;2,573.11;1,002.69;23.81;-;2,024.29;509.85;1,766.03;598.97;487.96
Dec 7, 2025 2:15 PM;Dec 7, 2025 2:30 PM;1,087.82;280.45;1,026.61;2,521.05;844.37;23.81;-;2,022.83;506.17;1,782.29;720.66;490.45
Dec 7, 2025 2:30 PM;Dec 7, 2025 2:45 PM;1,091.49;278.34;1,023.56;2,539.53;676.03;23.81;-;2,031.66;509.30;1,811.17;912.54;483.63
Dec 7, 2025 2:45 PM;Dec 7, 2025 3:00 PM;1,093.33;279.75;984.33;2,580.16;518.92;23.81;-;2,031.99;507.81;1,817.66;907.51;483.89
Dec 7, 2025 3:00 PM;Dec 7, 2025 3:15 PM;1,103.85;273.96;930.70;2,661.75;366.45;23.81;-;2,032.33;509.20;1,828.08;856.59;482.48
Dec 7, 2025 3:15 PM;Dec 7, 2025 3:30 PM;1,110.17;282.02;918.70;2,770.56;236.34;23.81;-;2,044.13;507.04;1,827.89;972.26;484.46
Dec 7, 2025 3:30 PM;Dec 7, 2025 3:45 PM;1,113.96;281.26;905.34;2,860.10;123.78;23.81;-;2,046.67;504.66;1,826.34;997.51;488.67
Dec 7, 2025 3:45 PM;Dec 7, 2025 4:00 PM;1,117.07;292.28;819.26;2,972.11;39.93;23.81;-;2,049.49;504.31;1,836.18;1,113.93;485.17
Dec 7, 2025 4:00 PM;Dec 7, 2025 4:15 PM;1,134.78;287.04;765.55;3,086.63;3.71;23.81;-;2,075.66;504.43;1,838.62;955.60;489.85
Dec 7, 2025 4:15 PM;Dec 7, 2025 4:30 PM;1,140.74;296.24;778.10;3,217.52;0.36;23.81;-;2,087.08;516.76;1,840.31;1,070.69;491.74
Dec 7, 2025 4:30 PM;Dec 7, 2025 4:45 PM;1,144.90;298.62;801.61;3,356.95;0.07;23.81;-;2,085.71;541.78;1,841.47;1,079.09;489.59
