"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2015 00:00 - 01/01/2015 00:15","BZN|DE-AT-LU","51873.64","50136.87"
"01/01/2015 00:15 - 01/01/2015 00:30","BZN|DE-AT-LU","51382.96","49545.46"
"01/01/2015 00:30 - 01/01/2015 00:45","BZN|DE-AT-LU","51444.18","49067.14"
"01/01/2015 00:45 - 01/01/2015 01:00","BZN|DE-AT-LU","51268.75","48475.53"
"01/01/2015 01:00 - 01/01/2015 01:15","BZN|DE-AT-LU","50869.89","47452.32"
"01/01/2015 01:15 - 01/01/2015 01:30","BZN|DE-AT-LU","50430.40","47264.41"
"01/01/2015 01:30 - 01/01/2015 01:45","BZN|DE-AT-LU","49971.16","46722.32"
"01/01/2015 01:45 - 01/01/2015 02:00","BZN|DE-AT-LU","49529.82","46371.59"
"01/01/2015 02:00 - 01/01/2015 02:15","BZN|DE-AT-LU","49112.51","45985.22"
"01/01/2015 02:15 - 01/01/2015 02:30","BZN|DE-AT-LU","48704.25","45792.11"
"01/01/2015 02:30 - 01/01/2015 02:45","BZN|DE-AT-LU","48228.00","45727.73"
"01/01/2015 02:45 - 01/01/2015 03:00","BZN|DE-AT-LU","47680.69","45501.33"
"01/01/2015 03:00 - 01/01/2015 03:15","BZN|DE-AT-LU","47163.74","45472.88"
"01/01/2015 03:15 - 01/01/2015 03:30","BZN|DE-AT-LU","46766.36","45261.72"
"01/01/2015 03:30 - 01/01/2015 03:45","BZN|DE-AT-LU","46481.86","45232.37"
"01/01/2015 03:45 - 01/01/2015 04:00","BZN|DE-AT-LU","46318.78","45257.55"
"01/01/2015 04:00 - 01/01/2015 04:15","BZN|DE-AT-LU","46145.97","45330.81"
"01/01/2015 04:15 - 01/01/2015 04:30","BZN|DE-AT-LU","45789.84","45263.99"
"01/01/2015 04:30 - 01/01/2015 04:45","BZN|DE-AT-LU","45858.71","45489.62"
"01/01/2015 04:45 - 01/01/2015 05:00","BZN|DE-AT-LU","45790.81","45606.96"
"01/01/2015 05:00 - 01/01/2015 05:15","BZN|DE-AT-LU","45759.39","45782.73"
"01/01/2015 05:15 - 01/01/2015 05:30","BZN|DE-AT-LU","45474.86","45782.74"
"01/01/2015 05:30 - 01/01/2015 05:45","BZN|DE-AT-LU","45186.21","45737.33"
"01/01/2015 05:45 - 01/01/2015 06:00","BZN|DE-AT-LU","44715.90","45503.43"
"01/01/2015 06:00 - 01/01/2015 06:15","BZN|DE-AT-LU","43974.14","44242.32"
"01/01/2015 06:15 - 01/01/2015 06:30","BZN|DE-AT-LU","43979.96","43452.02"
"01/01/2015 06:30 - 01/01/2015 06:45","BZN|DE-AT-LU","44145.34","43979.10"
"01/01/2015 06:45 - 01/01/2015 07:00","BZN|DE-AT-LU","44177.61","44629.76"
"01/01/2015 07:00 - 01/01/2015 07:15","BZN|DE-AT-LU","44516.80","46212.61"
"01/01/2015 07:15 - 01/01/2015 07:30","BZN|DE-AT-LU","44520.12","47593.53"
"01/01/2015 07:30 - 01/01/2015 07:45","BZN|DE-AT-LU","44809.00","47858.08"
"01/01/2015 07:45 - 01/01/2015 08:00","BZN|DE-AT-LU","45039.39","48349.38"
"01/01/2015 08:00 - 01/01/2015 08:15","BZN|DE-AT-LU","45391.58","49338.75"
"01/01/2015 08:15 - 01/01/2015 08:30","BZN|DE-AT-LU","45585.02","49841.06"
"01/01/2015 08:30 - 01/01/2015 08:45","BZN|DE-AT-LU","45841.94","49803.64"
