"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2023 00:00:00 - 01/01/2023 00:15:00","BZN|DE-LU","3468.55","2435.44","2435.44","2737.40"
"01/01/2023 00:15:00 - 01/01/2023 00:30:00","BZN|DE-LU","3477.18","2361.17","2361.17","2973.81"
"01/01/2023 00:30:00 - 01/01/2023 00:45:00","BZN|DE-LU","3480.80","2387.71","2387.71","3267.61"
"01/01/2023 00:45:00 - 01/01/2023 01:00:00","BZN|DE-LU","3485.74","2211.33","2211.33","3257.55"
"01/01/2023 01:00:00 - 01/01/2023 01:15:00","BZN|DE-LU","3381.57","2141.03","2141.03","3142.17"
"01/01/2023 01:15:00 - 01/01/2023 01:30:00","BZN|DE-LU","3386.74","2346.89","2346.89","3594.28"
"01/01/2023 01:30:00 - 01/01/2023 01:45:00","BZN|DE-LU","3394.91","2477.91","2477.91","3775.14"
"01/01/2023 01:45:00 - 01/01/2023 02:00:00","BZN|DE-LU","3397.08","2791.82","2791.82","3833.45"
"01/01/2023 02:00:00 - 01/01/2023 02:15:00","BZN|DE-LU","3403.22","2923.66","2923.66","4038.65"
"01/01/2023 02:15:00 - 01/01/2023 02:30:00","BZN|DE-LU","3379.83","3049.16","3049.16","3868.30"
"01/01/2023 02:30:00 - 01/01/2023 02:45:00","BZN|DE-LU","3393.43","2850.43","2850.43","3745.39"
"01/01/2023 02:45:00 - 01/01/2023 03:00:00","BZN|DE-LU","3406.31","2912.08","2912.08","3716.79"
"01/01/2023 03:00:00 - 01/01/2023 03:15:00","BZN|DE-LU","3421.21","2961.97","2961.97","3627.66"
"01/01/2023 03:15:00 - 01/01/2023 03:30:00","BZN|DE-LU","3397.53","3005.17","3005.17","3544.76"
"01/01/2023 03:30:00 - 01/01/2023 03:45:00","BZN|DE-LU","3406.85","3036.24","3036.24","3505.90"
"01/01/2023 03:45:00 - 01/01/2023 04:00:00","BZN|DE-LU","3415.37","3018.98","3018.98","3173.89"
"01/01/2023 04:00:00 - 01/01/2023 04:15:00","BZN|DE-LU","3420.97","2997.83","2997.83","3286.45"
"01/01/2023 04:15:00 - 01/01/2023 04:30:00","BZN|DE-LU","3429.31","2824.36","2824.36","3547.82"
"01/01/2023 04:30:00 - 01/01/2023 04:45:00","BZN|DE-LU","3432.64","2860.67","2860.67","3645.85"
"01/01/2023 04:45:00 - 01/01/2023 05:00:00","BZN|DE-LU","3441.67","2750.26","2750.26","3368.65"
"01/01/2023 05:00:00 - 01/01/2023 05:15:00","BZN|DE-LU","3445.44","2913.00","2913.00","3390.53"
"01/01/2023 05:15:00 - 01/01/2023 05:30:00","BZN|DE-LU","3452.44","2866.88","2866.88","3279.69"
"01/01/2023 05:30:00 - 01/01/2023 05:45:00","BZN|DE-LU","3458.44","2951.76","2951.76","3332.93"
"01/01/2023 05:45:00 - 01/01/2023 06:00:00","BZN|DE-LU","3462.28","2866.46","2866.46","3356.25"
"01/01/2023 06:00:00 - 01/01/2023 06:15:00","BZN|DE-LU","3462.39","2786.39","2786.39","3384.94"
"01/01/2023 06:15:00 - 01/01/2023 06:30:00","BZN|DE-LU","3462.79","2797.59","2797.59","3226.17"
"01/01/2023 06:30:00 - 01/01/2023 06:45:00","BZN|DE-LU","3464.20","2813.32","2813.32","3232.84"
"01/01/2023 06:45:00 - 01/01/2023 07:00:00","BZN|DE-LU","3466.66","2879.52","2879.52","3230.44"
"01/01/2023 07:00:00 - 01/01/2023 07:15:00","BZN|DE-LU","3473.10","2755.67","2755.67","3574.47"
"01/01/2023 07:15:00 - 01/01/2023 07:30:00","BZN|DE-LU","3473.70","2675.28","2675.28","3415.69"
"01/01/2023 07:30:00 - 01/01/2023 07:45:00","BZN|DE-LU","3475.31","2883.68","2883.68","3441.60"
"01/01/2023 07:45:00 - 01/01/2023 08:00:00","BZN|DE-LU","3480.93","3135.79","2996.79","3487.00"
"01/01/2023 08:00:00 - 01/01/2023 08:15:00","BZN|DE-LU","3484.26","2967.69","2833.69","3117.52"
"01/01/2023 08:15:00 - 01/01/2023 08:30:00","BZN|DE-LU","3485.21","2997.98","2727.98","3221.14"
