"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2022 00:00:00 - 01/01/2022 00:15:00","BZN|DE-LU","5973.00","6055.86","6055.86","6131.75"
"01/01/2022 00:15:00 - 01/01/2022 00:30:00","BZN|DE-LU","5944.45","6104.95","6104.95","6038.40"
"01/01/2022 00:30:00 - 01/01/2022 00:45:00","BZN|DE-LU","5913.74","6084.23","6084.23","5960.76"
"01/01/2022 00:45:00 - 01/01/2022 01:00:00","BZN|DE-LU","5880.77","6014.55","6014.55","5770.93"
"01/01/2022 01:00:00 - 01/01/2022 01:15:00","BZN|DE-LU","5909.57","5845.73","5845.73","5688.46"
"01/01/2022 01:15:00 - 01/01/2022 01:30:00","BZN|DE-LU","5864.52","5685.99","5685.99","5794.97"
"01/01/2022 01:30:00 - 01/01/2022 01:45:00","BZN|DE-LU","5811.29","5436.32","5436.32","5775.04"
"01/01/2022 01:45:00 - 01/01/2022 02:00:00","BZN|DE-LU","5752.94","5320.93","5320.93","5842.72"
"01/01/2022 02:00:00 - 01/01/2022 02:15:00","BZN|DE-LU","5690.12","5266.14","5266.14","5699.06"
"01/01/2022 02:15:00 - 01/01/2022 02:30:00","BZN|DE-LU","5618.29","5337.57","5337.57","5747.77"
"01/01/2022 02:30:00 - 01/01/2022 02:45:00","BZN|DE-LU","5541.84","5251.12","5251.12","5410.18"
"01/01/2022 02:45:00 - 01/01/2022 03:00:00","BZN|DE-LU","5468.33","5312.65","5312.65","5335.40"
"01/01/2022 03:00:00 - 01/01/2022 03:15:00","BZN|DE-LU","5392.42","5206.84","5206.84","5304.83"
"01/01/2022 03:15:00 - 01/01/2022 03:30:00","BZN|DE-LU","5317.40","5180.50","5180.50","5265.92"
"01/01/2022 03:30:00 - 01/01/2022 03:45:00","BZN|DE-LU","5243.45","5099.01","5099.01","5353.33"
"01/01/2022 03:45:00 - 01/01/2022 04:00:00","BZN|DE-LU","5162.48","5094.15","5094.15","5607.08"
"01/01/2022 04:00:00 - 01/01/2022 04:15:00","BZN|DE-LU","5083.83","5079.27","5079.27","5592.46"
"01/01/2022 04:15:00 - 01/01/2022 04:30:00","BZN|DE-LU","5007.47","5104.98","5104.98","5693.69"
"01/01/2022 04:30:00 - 01/01/2022 04:45:00","BZN|DE-LU","4929.34","5145.88","5145.88","5695.74"
"01/01/2022 04:45:00 - 01/01/2022 05:00:00","BZN|DE-LU","4851.25","5217.08","5217.08","5363.84"
"01/01/2022 05:00:00 - 01/01/2022 05:15:00","BZN|DE-LU","4738.72","5302.40","5302.40","5018.59"
"01/01/2022 05:15:00 - 01/01/2022 05:30:00","BZN|DE-LU","4681.54","5367.28","5367.28","4645.09"
"01/01/2022 05:30:00 - 01/01/2022 05:45:00","BZN|DE-LU","4617.83","5336.06","5336.06","4321.51"
"01/01/2022 05:45:00 - 01/01/2022 06:00:00","BZN|DE-LU","4559.03","5199.40","5199.40","4139.06"
"01/01/2022 06:00:00 - 01/01/2022 06:15:00","BZN|DE-LU","4491.76","4911.40","4911.40","4105.94"
"01/01/2022 06:15:00 - 01/01/2022 06:30:00","BZN|DE-LU","4443.07","4568.13","4568.13","4330.50"
